Home_Past3_Form,Home_Past5_Form,Home_Streak,Home_Current_Standing,Home_Past_Standing,Home_Goals_Per_Game,Home_Shots_Per_Game,Home_SOT_Per_Game,Home_Corners_Per_Game,Home_Fouls_Per_Game,Home_Reds_Last2,Home_Yellows_Last2,Home_Goals_Against_Per_Game,Home_Shots_Against_Per_Game,Home_SOT_Against_Per_Game,Home_Corners_Against_Per_Game,Home_Fouls_Against_Per_Game,Away_Past3_Form,Away_Past5_Form,Away_Streak,Away_Current_Standing,Away_Past_Standing,Away_Goals_Per_Game,Away_Shots_Per_Game,Away_SOT_Per_Game,Away_Corners_Per_Game,Away_Fouls_Per_Game,Away_Goals_Against_Per_Game,Away_Shots_Against_Per_Game,Away_SOT_Against_Per_Game,Away_Corners_Against_Per_Game,Away_Fouls_Against_Per_Game,Away_Reds_Last2,Away_Yellows_Last2,Home_H2H_Past3,Home_H2H_Past5,Away_H2H_Past3,Away_H2H_Past5,Match_Result
3,5,5,7,16,1.0,10.0,3.27,4.27,9.39,0,4,0.88,15.06,4.3,6.64,11.61,0,0,1,5,1,1.73,16.33,6.09,6.42,9.52,1.0,10.09,3.09,4.55,11.06,0,3,0,-1,0,1,-1
-1,0,-2,8,12,1.48,10.82,3.73,5.21,9.64,0,2,1.42,12.97,4.27,5.82,9.58,-3,-4,-4,19,8,1.0,12.09,3.67,6.3,10.88,1.61,13.18,4.61,4.85,10.45,1,6,0,1,0,-1,0
-2,-4,-2,12,17,1.24,11.62,3.29,5.09,11.59,0,4,1.76,11.12,4.53,5.29,10.35,0,0,1,16,15,1.06,12.65,3.94,5.5,11.15,1.59,12.59,4.94,5.88,10.56,0,5,-2,-2,2,2,0
0,-2,1,20,10,0.79,9.91,3.06,4.74,11.5,0,4,1.53,13.53,4.18,4.53,9.71,2,2,1,3,4,2.29,17.03,6.24,6.15,9.41,1.03,7.35,2.68,3.26,8.24,0,1,-2,-2,2,2,0
1,1,-1,6,5,1.88,15.88,6.15,6.09,10.3,1,2,1.36,10.64,3.82,4.42,10.39,1,-1,0,16,11,1.24,9.73,3.61,4.39,10.12,1.79,14.52,4.85,5.24,12.36,0,3,2,1,-2,-1,1
1,3,1,1,3,2.82,17.55,7.0,7.45,9.18,0,10,0.76,6.39,2.3,2.94,10.12,-1,0,0,17,14,0.82,8.27,2.52,3.91,9.91,1.39,14.36,4.79,5.18,11.06,0,3,3,4,-3,-4,1
-2,-4,0,19,13,0.91,10.41,3.53,3.82,11.18,0,7,1.88,14.79,5.82,7.38,10.47,1,3,-1,7,16,1.0,9.85,3.24,4.24,9.38,0.91,15.09,4.32,6.5,11.59,0,3,-1,-2,1,2,0
-1,1,0,9,7,1.15,9.44,3.12,3.94,12.18,0,1,1.59,14.65,5.0,5.65,10.03,3,3,4,10,15,1.06,11.64,4.12,4.33,10.91,1.27,13.12,4.15,6.3,10.21,0,4,3,3,-3,-3,1
0,2,0,7,16,1.0,10.03,3.34,4.34,9.26,0,2,0.91,14.89,4.29,6.4,11.69,-1,-3,0,13,21,0.94,10.44,3.21,4.35,11.12,1.38,14.35,4.59,6.12,8.15,0,3,0,0,0,0,0
1,1,0,14,15,1.03,12.46,3.86,5.43,11.2,0,8,1.54,12.63,4.91,5.83,10.74,-2,0,0,9,12,1.44,10.82,3.71,5.38,9.65,1.38,12.76,4.21,5.74,9.59,0,1,0,-2,0,2,1
0,-1,1,15,21,0.79,9.56,2.97,4.5,10.65,0,2,1.59,11.41,4.38,5.38,10.18,1,1,1,8,7,1.14,9.43,3.06,3.94,12.11,1.54,14.49,4.91,5.66,10.06,0,3,-1,-1,1,1,-1
1,3,0,3,4,2.29,16.8,6.14,6.09,9.29,0,2,1.06,7.51,2.77,3.37,8.34,-1,-3,0,18,13,0.91,10.34,3.51,3.8,11.29,1.86,14.83,5.86,7.4,10.31,0,5,3,5,-3,-5,0
1,3,-1,10,15,1.03,11.56,4.06,4.38,10.91,0,2,1.26,13.0,4.06,6.24,10.21,1,-1,0,20,10,0.83,10.0,3.14,4.8,11.51,1.54,13.4,4.14,4.51,9.57,0,1,0,1,0,-1,-1
-2,-4,0,19,8,0.97,11.91,3.62,6.21,10.85,0,5,1.56,13.12,4.56,5.03,10.44,-2,-1,-2,13,9,1.17,12.09,4.0,5.43,8.77,1.66,14.57,4.66,5.49,11.51,0,4,1,1,-1,-1,1
-1,-2,-1,17,14,0.79,8.15,2.47,3.82,9.85,0,2,1.5,14.5,5.0,5.18,10.91,2,2,2,5,1,1.74,16.32,6.06,6.29,9.56,1.0,9.94,3.06,4.5,11.0,0,3,-2,-1,2,1,-1
1,3,1,2,6,1.91,13.44,4.94,5.68,10.91,0,2,0.76,11.79,3.94,4.82,11.76,1,3,1,6,5,1.94,16.0,6.21,6.15,10.32,1.35,10.65,3.82,4.47,10.35,0,3,0,0,0,0,1
-1,-1,-1,16,11,1.24,9.76,3.62,4.44,10.09,0,4,1.85,14.68,4.94,5.32,12.32,1,3,2,1,3,2.88,17.59,7.15,7.38,9.09,0.74,6.32,2.26,2.88,10.06,0,4,-3,-2,3,2,-1
0,2,0,4,2,1.94,16.65,5.76,6.56,10.06,0,3,0.91,8.91,3.18,4.32,10.68,-2,-3,0,12,17,1.2,11.69,3.31,5.06,11.74,1.71,10.97,4.43,5.23,10.43,0,5,2,4,-2,-4,1
-1,-2,0,14,21,0.91,10.4,3.14,4.34,11.29,0,3,1.34,14.23,4.57,6.03,8.06,1,3,2,2,6,1.91,13.54,4.89,5.77,10.94,0.77,11.69,3.91,4.69,11.63,0,1,-1,-1,1,1,1
-3,-3,-3,14,9,1.17,12.14,4.08,5.5,8.83,0,4,1.67,14.56,4.69,5.47,11.53,-2,-3,-2,17,14,0.77,8.2,2.49,3.74,9.94,1.49,14.4,4.94,5.09,10.86,0,2,2,3,-2,-3,1
2,1,2,8,7,1.17,9.36,3.11,3.92,12.0,0,2,1.5,14.33,4.83,5.61,10.03,0,-2,1,18,8,1.0,11.97,3.69,6.17,10.89,1.54,13.14,4.63,5.11,10.46,0,5,-1,0,1,0,0
-2,-2,-1,9,12,1.4,10.69,3.63,5.29,9.63,1,1,1.49,12.83,4.34,5.8,9.63,-2,-1,-2,16,11,1.23,9.6,3.54,4.31,9.94,1.91,14.8,5.0,5.37,12.29,0,2,2,3,-2,-3,-1
0,-2,0,19,13,0.89,10.19,3.44,3.75,11.36,0,4,1.81,14.97,5.75,7.44,10.22,2,1,1,13,15,1.14,12.53,4.0,5.5,11.19,1.5,12.44,4.81,5.72,10.69,0,6,-1,-3,1,3,-1
-2,-3,-1,14,17,1.17,11.72,3.36,4.92,11.69,0,3,1.72,11.03,4.39,5.19,10.44,-1,1,-2,12,15,1.0,11.71,4.0,4.4,10.83,1.26,12.89,4.0,6.09,10.29,0,2,3,3,-3,-3,1
2,1,1,20,10,0.83,9.97,3.11,4.69,11.56,0,3,1.5,13.5,4.08,4.53,9.53,0,2,1,4,2,1.94,16.54,5.69,6.49,10.09,0.89,9.03,3.23,4.2,10.66,0,1,-1,-1,1,1,1
-1,1,-1,6,5,1.91,15.77,6.11,5.97,10.23,0,4,1.37,10.83,3.8,4.6,10.4,-1,1,0,7,16,0.97,10.03,3.36,4.31,9.14,0.89,14.72,4.19,6.33,11.83,0,1,3,5,-3,-5,1
3,2,3,5,1,1.71,16.17,5.97,6.17,9.54,0,1,0.97,9.94,3.06,4.4,11.06,1,2,0,3,4,2.22,16.89,6.03,6.17,9.22,1.03,7.44,2.72,3.33,8.5,0,2,-1,-2,1,2,1
3,3,3,1,3,2.91,17.63,7.14,7.37,9.14,0,1,0.74,6.26,2.23,2.8,9.91,0,-2,-1,16,21,0.77,9.54,2.94,4.49,10.6,1.6,11.29,4.4,5.31,10.11,0,3,1,1,-1,-1,0
-3,-3,-3,18,14,0.75,8.31,2.5,3.81,9.94,0,5,1.47,14.36,4.94,5.25,10.83,1,-1,0,17,8,1.0,11.94,3.72,6.11,10.92,1.53,13.03,4.58,5.06,10.56,1,9,0,-2,0,2,-1
3,4,4,5,1,1.69,16.06,5.92,6.08,9.61,0,4,0.94,9.94,3.11,4.31,11.0,0,-1,0,16,21,0.75,9.42,2.94,4.39,10.42,1.56,11.39,4.33,5.44,10.08,0,4,1,1,-1,-1,0
-2,-4,-2,9,12,1.36,10.75,3.58,5.36,9.58,1,2,1.5,12.83,4.31,5.72,9.61,1,1,1,6,5,2.0,15.78,6.17,5.92,10.11,1.33,10.69,3.75,4.61,10.31,0,1,-2,-4,2,4,1
2,2,0,1,3,2.83,17.56,7.0,7.44,9.14,0,1,0.72,6.22,2.25,2.75,9.75,1,0,1,14,21,0.92,10.42,3.17,4.36,11.11,1.31,14.28,4.53,6.03,7.92,0,4,1,1,-1,-1,1
0,0,-1,4,2,1.89,16.58,5.67,6.56,10.14,0,2,0.89,9.03,3.17,4.22,10.72,-3,-1,-3,13,15,1.0,11.64,3.92,4.42,10.83,1.28,12.83,4.11,5.97,10.25,0,2,-1,-1,1,1,1
-1,-1,1,15,11,1.25,9.69,3.53,4.28,9.92,0,2,1.86,14.75,4.92,5.44,12.17,1,1,-1,2,6,1.86,13.61,4.83,5.78,10.72,0.78,11.67,3.92,4.69,11.44,0,0,-2,-1,2,1,0
-1,-1,-1,7,16,0.95,9.92,3.32,4.32,9.08,0,1,1.0,14.76,4.3,6.27,11.68,-1,-2,1,12,9,1.16,12.16,4.11,5.65,8.86,1.62,14.49,4.65,5.49,11.49,0,2,1,1,-1,-1,-1
2,3,2,11,15,1.16,12.54,3.95,5.54,11.22,0,3,1.49,12.3,4.73,5.59,10.89,2,3,2,19,10,0.84,9.95,3.05,4.7,11.59,1.46,13.62,4.11,4.65,9.59,0,7,0,0,0,0,1
-1,0,0,16,21,0.76,9.24,2.92,4.27,10.41,0,4,1.54,11.68,4.35,5.54,10.0,-1,-1,-1,6,5,1.97,15.73,6.19,5.92,10.16,1.38,10.92,3.92,4.65,10.22,1,2,-1,-1,1,1,-1
-1,0,-1,4,4,2.16,16.7,6.0,6.03,9.22,0,3,1.03,7.57,2.76,3.32,8.59,0,-1,-1,14,21,0.92,10.3,3.16,4.32,11.0,1.35,14.41,4.59,5.97,7.84,0,3,1,1,-1,-1,1
0,0,0,2,6,1.81,13.68,4.86,5.78,10.76,0,1,0.76,11.59,3.86,4.59,11.46,0,-2,1,12,17,1.19,11.7,3.49,4.84,11.62,1.7,10.97,4.3,5.19,10.46,0,2,1,3,-1,-3,1
-3,-3,-4,13,15,0.97,11.7,3.89,4.41,10.76,0,4,1.27,12.78,4.19,5.97,10.24,2,4,0,5,1,1.68,16.22,5.89,6.16,9.54,0.95,9.76,3.08,4.19,10.97,0,3,-2,-2,2,2,1
2,1,1,17,8,1.0,11.97,3.84,6.11,11.03,1,5,1.49,12.97,4.54,5.11,10.46,2,4,1,1,3,2.84,17.59,7.0,7.35,9.03,0.73,6.22,2.27,2.76,9.68,0,0,-2,-2,2,2,-1
-3,-4,-4,18,14,0.73,8.38,2.51,3.89,9.86,0,6,1.46,14.32,5.03,5.27,10.95,-1,-2,-1,20,13,0.89,10.11,3.41,3.68,11.54,1.81,14.92,5.65,7.43,10.27,0,7,-1,-2,1,2,-1
1,0,1,4,2,1.86,16.43,5.7,6.54,10.14,0,3,0.86,9.16,3.16,4.22,10.65,-1,-2,1,9,12,1.41,10.97,3.76,5.38,9.51,1.49,12.86,4.38,5.73,9.68,0,3,0,-1,0,1,1
0,-1,0,15,11,1.22,9.68,3.49,4.19,9.97,0,3,1.81,14.78,4.95,5.46,12.16,2,2,0,8,7,1.16,9.35,3.11,3.89,12.05,1.49,14.24,4.84,5.57,10.08,0,2,-2,-1,2,1,1
3,5,9,1,4,2.3,15.1,5.95,6.15,9.85,0,1,0.45,8.7,2.75,4.1,9.15,0,-2,0,15,12,0.8,10.95,3.45,5.25,11.35,1.35,14.5,4.05,6.4,10.2,0,4,1,1,-1,-1,1
-2,-2,-2,11,15,1.15,8.9,2.85,4.05,12.9,1,2,1.45,15.7,4.85,5.65,9.9,-2,0,-1,16,7,1.0,9.35,2.95,3.3,9.7,1.9,19.45,6.4,7.45,10.8,0,2,-1,-1,1,1,0
-1,1,0,6,2,1.75,13.65,5.9,5.75,11.8,0,4,1.5,12.0,4.6,4.0,12.6,2,1,2,8,9,1.35,12.2,4.15,5.65,9.75,1.15,11.05,3.5,5.3,10.6,0,1,2,4,-2,-4,1
-1,1,0,3,3,1.85,13.2,5.2,5.3,11.5,0,7,1.1,14.25,5.05,5.6,11.2,1,0,2,14,10,0.8,11.95,3.9,5.5,12.0,1.25,12.5,3.7,5.15,11.85,0,6,3,5,-3,-5,1
-1,0,-1,12,17,1.05,12.9,4.2,5.15,12.8,1,4,1.2,11.8,3.9,5.15,8.65,1,1,0,5,5,1.95,16.95,5.75,5.15,9.2,1.1,9.3,3.35,3.85,12.65,0,1,-1,-1,1,1,-1
-1,-2,-2,10,11,1.5,11.25,4.05,5.55,9.3,0,4,1.7,14.6,4.55,5.75,12.0,1,1,1,7,8,1.35,13.05,4.25,6.05,11.4,1.15,10.0,3.7,4.4,13.35,0,4,0,0,0,0,1
-2,-3,0,13,14,1.1,12.15,3.7,5.8,11.4,0,4,1.55,10.7,4.1,6.0,11.25,0,2,0,5,6,2.05,13.45,5.0,6.0,11.4,1.3,13.35,4.8,5.35,12.65,0,4,-1,-1,1,1,0
2,0,1,17,17,0.86,14.05,4.43,5.24,10.9,1,2,1.71,13.52,5.1,5.71,9.86,-1,0,1,9,11,1.57,11.33,4.14,5.62,9.1,1.67,14.57,4.57,5.81,12.1,0,3,1,2,-1,-2,-1
1,1,-1,9,9,1.29,12.05,4.1,5.81,9.95,0,3,1.14,11.0,3.57,5.19,10.76,0,1,1,3,3,1.95,13.19,5.19,5.24,11.86,1.05,14.1,5.1,5.48,11.19,0,9,-1,-2,1,2,1
-1,-1,0,16,7,1.0,9.24,2.86,3.43,9.57,0,2,1.86,19.19,6.33,7.24,10.9,-1,-1,1,21,11,1.8,9.6,4.8,3.0,9.0,2.4,18.2,6.8,9.6,10.4,0,4,0,0,0,0,1
-1,0,-1,9,8,1.33,13.1,4.29,6.1,11.52,0,5,1.24,10.14,3.81,4.52,12.95,-2,-1,-1,22,21,1.0,11.2,3.0,7.0,13.4,1.2,10.6,4.2,4.0,8.0,1,2,0,0,0,0,-1
1,2,-1,2,1,2.9,19.19,7.38,8.0,9.48,0,2,0.71,6.67,2.62,2.67,8.05,-1,-3,0,13,14,1.14,13.05,3.86,5.86,11.52,1.57,10.67,4.1,5.76,10.9,0,6,3,5,-3,-5,1
0,-2,-1,16,12,0.81,10.81,3.33,5.05,11.0,0,2,1.43,14.81,4.29,6.57,9.95,-2,-1,0,11,15,1.14,9.14,2.95,4.0,12.9,1.43,15.29,4.67,5.67,9.76,0,1,-2,-2,2,2,0
1,0,-1,15,10,0.76,11.9,4.0,5.38,11.95,0,4,1.38,12.52,3.76,5.1,12.19,-2,-2,-2,12,17,1.1,12.81,4.19,5.24,12.57,1.38,11.95,4.0,5.14,8.76,1,5,-1,-1,1,1,0
2,1,0,10,13,1.38,11.71,4.57,5.24,9.9,1,3,1.52,13.24,5.19,5.0,11.14,0,1,1,6,2,1.71,13.48,5.86,5.62,11.9,1.43,11.86,4.52,4.24,12.67,0,3,0,-1,0,1,1
-1,1,0,5,6,2.05,13.29,4.95,5.76,11.05,0,6,1.33,14.19,4.9,5.43,12.71,0,-2,0,23,16,0.8,11.2,4.2,2.8,11.6,1.2,18.0,3.6,8.4,14.2,1,6,3,5,-3,-5,1
2,1,1,5,5,2.1,16.86,5.76,5.14,9.29,0,2,1.14,9.38,3.38,4.0,12.43,3,5,10,1,4,2.33,15.38,6.1,6.33,9.62,0.48,8.67,2.67,3.95,8.9,0,0,1,0,-1,0,-1
1,1,2,8,11,1.64,11.09,4.09,5.59,9.09,0,3,1.64,15.05,4.64,5.73,11.91,2,3,1,9,13,1.41,11.55,4.64,5.14,9.82,1.45,13.05,5.09,5.09,11.05,1,3,1,1,-1,-1,0
0,1,-1,5,5,2.05,16.68,5.59,5.18,9.23,0,5,1.18,9.23,3.36,4.0,12.45,-1,-2,0,11,15,1.09,9.45,2.95,3.95,12.68,1.36,15.09,4.64,5.64,9.86,0,1,2,2,-2,-2,1
0,0,0,15,10,0.77,11.95,4.0,5.41,11.73,0,4,1.36,12.59,3.77,5.18,12.09,-1,-1,-1,22,11,1.5,9.83,4.33,3.0,9.17,2.33,17.33,6.67,9.17,10.5,0,4,2,1,-2,-1,1
0,-1,-1,5,3,1.91,13.09,5.14,5.09,11.91,0,6,1.09,14.18,5.18,5.59,11.41,0,0,-1,17,17,0.86,14.55,4.5,5.18,10.77,1.77,13.18,5.0,5.68,9.82,0,2,2,4,-2,-4,1
-2,-2,0,12,17,1.09,12.86,4.18,5.32,12.45,1,2,1.36,12.0,4.0,5.18,8.68,-1,-3,-1,14,14,1.09,12.68,3.86,5.77,11.41,1.86,11.45,4.41,5.73,10.64,0,5,-1,-1,1,1,1
-1,-1,-2,10,8,1.27,13.23,4.23,6.36,11.41,0,5,1.27,9.77,3.68,4.45,12.77,1,2,1,2,1,3.14,19.59,7.55,7.86,9.27,0.68,6.59,2.68,2.73,8.09,0,3,0,0,0,0,-1
1,2,1,8,9,1.32,12.23,4.23,5.91,10.23,0,3,1.14,11.0,3.59,5.05,10.86,-1,-1,0,16,12,0.77,10.82,3.36,5.05,11.05,1.36,14.86,4.23,6.41,9.86,0,2,1,3,-1,-3,1
0,-1,-1,7,2,1.64,13.27,5.73,5.68,11.77,0,3,1.45,11.68,4.59,4.18,12.45,1,1,1,5,6,2.09,13.64,5.0,5.91,11.14,1.36,14.18,5.09,5.36,12.82,1,8,2,1,-2,-1,0
-1,-3,-1,12,15,1.04,9.39,2.87,3.87,12.7,0,4,1.39,15.48,4.87,5.61,9.65,1,0,1,3,3,1.91,12.91,5.09,5.13,11.61,1.09,14.17,5.22,5.61,11.61,1,2,-2,-2,2,2,1
1,0,0,15,7,1.09,9.43,3.0,3.57,9.91,0,4,1.78,18.7,6.0,7.04,10.83,-3,-3,-3,10,8,1.26,13.17,4.39,6.3,11.09,1.35,10.22,3.91,4.35,12.57,0,3,1,1,-1,-1,1
3,5,12,1,4,2.26,15.0,5.87,6.17,9.52,0,4,0.48,9.0,2.61,4.13,8.83,1,3,2,6,9,1.48,12.26,4.26,6.04,10.3,1.09,10.65,3.43,4.83,10.78,0,2,3,3,-3,-3,1
-2,-3,-2,15,14,1.04,12.74,3.91,5.78,11.17,0,3,1.87,11.22,4.3,5.52,10.39,-1,-2,-1,21,21,1.0,10.0,2.57,6.29,12.0,1.0,12.14,4.0,5.29,7.57,0,4,0,0,0,0,0
1,3,0,9,13,1.43,11.78,4.7,5.17,9.74,0,3,1.48,13.04,5.09,5.13,10.87,0,2,1,15,10,0.83,12.09,3.96,5.39,11.83,1.3,12.48,3.74,5.17,12.0,0,5,1,3,-1,-3,-1
1,0,0,4,6,2.04,13.48,5.0,5.96,11.22,1,7,1.35,14.26,5.04,5.48,13.04,2,0,0,8,11,1.65,11.17,4.13,5.61,9.0,1.65,15.13,4.7,5.74,11.74,0,6,1,2,-1,-2,1
1,3,2,2,1,3.13,19.61,7.61,7.61,9.22,0,4,0.7,6.83,2.91,2.83,7.91,0,-1,1,12,17,1.13,12.57,4.09,5.13,12.13,1.3,12.09,4.04,5.22,8.57,1,1,2,2,-2,-2,-1
-1,0,-2,17,17,0.87,14.52,4.57,5.22,11.0,0,3,1.78,13.0,4.96,5.7,9.61,1,2,1,5,5,2.04,17.0,5.78,5.17,9.04,1.13,9.17,3.26,3.91,12.48,0,5,-3,-5,3,5,-1
-2,-1,-1,16,12,0.74,10.48,3.22,4.83,10.96,1,3,1.52,14.78,4.26,6.52,9.96,0,-1,0,7,2,1.61,13.39,5.65,5.78,12.04,1.43,11.61,4.61,4.3,12.48,0,6,-1,-1,1,1,1
-3,-3,-4,11,8,1.21,13.08,4.29,6.42,11.12,1,3,1.33,10.17,3.88,4.46,12.25,0,1,-1,9,13,1.42,11.67,4.67,5.04,9.79,1.5,12.79,5.04,5.0,10.71,0,4,-1,0,1,0,1
0,0,-1,8,11,1.58,11.12,4.04,5.58,8.88,0,5,1.62,15.0,4.58,6.08,11.75,-3,-3,-3,23,11,1.25,11.25,4.25,4.12,9.88,2.62,17.62,6.88,8.25,11.75,0,2,0,0,0,0,0
1,2,2,4,5,2.12,16.83,5.83,5.12,9.29,0,3,1.12,9.21,3.25,3.88,12.29,0,-1,1,16,12,0.75,10.54,3.17,4.79,11.0,1.46,14.67,4.21,6.5,9.96,1,4,1,2,-1,-2,1
1,1,-1,6,9,1.46,11.83,4.12,6.04,10.58,0,5,1.12,10.96,3.62,4.79,10.71,2,1,1,15,7,1.08,9.42,3.0,3.71,9.71,1.71,18.38,5.83,7.12,10.88,0,6,0,0,0,0,1
-1,0,-1,5,3,1.83,12.71,5.0,5.08,11.42,1,1,1.17,14.29,5.25,5.54,11.58,-2,-2,0,14,14,1.0,12.54,3.83,5.83,11.0,1.79,11.12,4.25,5.58,10.21,0,1,0,2,0,-2,0
2,0,2,11,17,1.17,12.33,4.0,4.96,12.21,0,2,1.25,12.33,3.96,5.38,8.67,-3,-2,-3,17,17,0.88,14.33,4.5,5.12,10.88,1.88,13.0,5.04,5.62,9.83,0,2,1,1,-1,-1,0
2,2,2,13,10,0.88,11.88,3.96,5.25,11.62,0,5,1.29,12.33,3.75,5.04,11.96,1,1,-1,2,1,3.0,19.54,7.38,7.67,9.29,0.75,6.83,2.88,2.75,8.17,0,7,-2,-4,2,4,-1
-2,-1,-1,7,2,1.54,13.33,5.54,5.79,11.96,0,7,1.42,11.62,4.5,4.29,12.46,3,5,13,1,4,2.25,15.12,5.96,6.08,9.5,0.5,8.71,2.54,4.21,9.17,0,2,1,2,-1,-2,0
-2,-2,0,17,17,0.88,14.32,4.52,5.04,11.12,0,2,1.84,12.64,4.88,5.44,9.84,1,1,1,6,9,1.48,12.12,4.08,6.16,10.32,1.12,11.04,3.64,4.76,10.68,0,4,-2,-1,2,1,-1
1,1,1,2,1,2.96,19.6,7.48,7.68,9.32,0,6,0.72,6.84,2.84,2.68,8.16,2,1,2,20,16,1.67,14.67,5.89,4.22,12.11,1.44,18.0,4.11,7.67,14.56,0,4,2,4,-2,-4,1
-1,-1,-1,12,15,1.12,10.12,3.08,3.92,12.8,1,4,1.36,15.52,4.92,5.6,9.52,-1,-3,1,9,8,1.24,13.32,4.52,6.6,11.28,1.28,10.08,3.88,4.36,12.36,1,3,-2,-2,2,2,1
-1,-2,0,14,14,1.0,12.32,3.76,5.68,10.92,0,3,1.76,11.16,4.16,5.8,10.0,-1,1,0,8,11,1.52,11.12,3.96,5.6,8.84,1.56,14.8,4.44,6.12,11.72,0,3,0,0,0,0,0
-2,-1,-2,12,13,1.36,11.52,4.64,4.92,10.0,0,5,1.52,13.04,5.24,5.24,10.88,0,0,1,19,21,0.89,9.67,2.56,6.44,11.11,0.78,11.33,3.67,6.22,8.0,0,6,0,0,0,0,0
0,1,-1,15,7,1.08,9.56,3.04,3.72,9.72,0,5,1.72,18.4,5.72,7.2,10.6,3,3,3,3,5,2.08,16.8,5.92,5.36,9.28,1.08,9.04,3.12,3.72,12.28,0,3,-1,-2,1,2,-1
-1,-2,-1,16,12,0.72,10.32,3.04,4.6,11.04,0,4,1.44,14.72,4.36,6.68,9.92,2,1,0,12,17,1.16,12.0,3.88,4.8,12.12,1.24,12.4,4.0,5.28,9.0,0,5,0,1,0,-1,0
0,1,-1,4,6,1.92,13.24,4.8,6.52,11.28,0,5,1.28,13.84,4.8,5.52,12.64,1,0,-1,13,10,0.84,11.68,3.88,5.08,11.48,1.32,12.68,4.0,5.16,11.88,0,3,2,2,-2,-2,0
2,4,0,1,4,2.2,14.92,5.88,5.88,9.68,0,2,0.52,8.64,2.52,4.16,9.04,0,0,0,5,3,1.8,12.68,4.88,5.32,11.16,1.16,14.0,5.12,5.4,11.48,0,5,0,1,0,-1,1
-1,0,0,8,11,1.46,11.27,4.0,5.77,8.81,0,4,1.5,14.5,4.38,6.08,11.81,0,-1,1,7,2,1.58,13.38,5.62,5.85,11.65,1.38,11.5,4.42,4.04,12.54,0,2,-3,-4,3,4,1
0,1,0,4,6,1.92,13.31,4.85,6.73,11.54,0,6,1.31,13.69,4.77,5.5,12.5,1,2,0,9,17,1.15,12.04,3.92,4.85,12.23,1.23,12.42,3.92,5.19,8.96,0,5,1,3,-1,-3,0
1,0,1,12,15,1.19,10.04,3.12,3.77,12.77,1,4,1.38,15.31,4.96,5.58,9.62,-2,-4,-1,23,11,1.1,11.0,3.8,4.1,10.3,2.4,17.3,6.8,8.2,11.2,0,5,0,0,0,0,1
1,3,2,2,1,2.96,19.81,7.54,7.88,9.35,1,2,0.69,7.0,2.92,2.85,8.04,-2,-4,-1,17,17,0.85,14.0,4.46,4.92,10.81,2.12,13.12,5.27,5.5,9.92,1,2,3,4,-3,-4,1
-2,-1,0,12,13,1.35,11.54,4.62,5.12,9.88,0,4,1.5,12.92,5.19,5.19,10.85,0,-1,0,16,12,0.73,10.42,3.0,4.54,10.92,1.42,14.65,4.38,6.65,10.12,1,3,-1,-1,1,1,-1
0,-2,0,14,14,0.96,12.12,3.73,5.65,11.04,0,8,1.69,11.31,4.19,5.96,9.92,3,3,4,3,5,2.15,16.77,5.96,5.38,9.23,1.12,9.19,3.19,3.77,12.08,0,4,-1,-2,1,2,-1
0,1,0,13,10,0.88,11.62,3.88,5.08,11.38,0,1,1.35,12.77,4.08,5.42,12.12,1,3,2,6,9,1.77,12.62,4.5,6.19,10.38,1.08,10.85,3.62,4.65,10.38,0,0,2,0,-2,0,-1
-1,-3,-1,11,8,1.27,13.19,4.58,6.54,11.31,0,3,1.35,10.0,3.88,4.19,12.35,-2,-2,-1,5,3,1.77,12.62,4.85,5.23,11.15,1.19,14.27,5.42,5.5,11.38,0,7,-3,-3,3,3,0
3,5,5,3,5,2.15,16.74,6.11,5.41,9.07,0,4,1.11,9.3,3.19,3.67,11.93,-2,0,-1,14,10,0.85,11.63,3.85,5.07,11.52,1.37,12.81,4.11,5.44,12.26,0,2,1,1,-1,-1,1
-3,-2,-3,16,7,1.07,9.56,3.0,3.85,9.7,0,5,1.85,18.11,5.78,7.15,10.41,-2,-3,-1,12,13,1.37,11.7,4.67,5.19,9.89,1.56,12.89,5.33,5.11,10.7,0,4,0,-2,0,2,1
0,0,1,16,12,0.81,10.48,3.22,4.48,10.78,1,3,1.44,14.7,4.44,6.67,10.11,1,0,1,8,11,1.44,11.3,4.07,5.7,9.0,1.44,14.52,4.37,6.22,11.81,0,7,0,0,0,0,1
-2,-4,-2,17,17,0.85,13.59,4.41,4.74,10.78,1,1,2.11,13.59,5.22,5.93,9.96,0,-2,0,11,8,1.26,12.96,4.52,6.48,11.22,1.33,9.78,3.81,4.11,12.19,0,2,0,0,0,0,-1
-1,-1,0,5,3,1.74,12.3,4.74,5.11,11.04,1,5,1.19,14.0,5.33,5.48,11.3,2,1,1,18,21,1.09,10.0,3.0,6.27,10.73,0.73,10.91,3.36,6.55,8.27,0,3,0,0,0,0,0
3,3,3,6,9,1.78,12.67,4.52,6.19,10.59,0,2,1.04,10.89,3.59,4.67,10.56,-1,0,0,4,6,1.89,13.19,4.81,6.78,11.33,1.3,14.11,4.89,5.63,12.59,0,2,-1,-2,1,2,1
0,-1,-1,7,2,1.52,13.44,5.56,6.0,11.67,0,5,1.37,11.52,4.48,4.04,12.59,1,1,2,10,15,1.22,10.44,3.19,3.93,12.7,1.33,15.0,4.78,5.48,9.56,0,2,-1,-1,1,1,1
