AC,AF,AR,AS,AST,AY,AwayTeam,B365A,B365D,B365H,BWA,BWD,BWH,Date,Div,FTAG,FTHG,FTR,HC,HF,HR,HS,HST,HTAG,HTHG,HTR,HY,HomeTeam,IWA,IWD,IWH,Referee,VCA,VCD,VCH,WHA,WHD,WHH
3,13,0,11,4,0,Middlesbrough,15.0,6.5,1.25,12.0,6.0,1.25,22/10/16,E0,0,0,D,8,6,0,9,5,0,0,D,1,Arsenal,11.0,6.0,1.25,M Dean,12.0,6.25,1.22,13.0,6.0,1.25
4,15,0,16,4,4,Tottenham,1.95,3.6,4.2,1.95,3.6,4.1,22/10/16,E0,0,0,D,7,10,0,8,1,0,0,D,2,Bournemouth,2.0,3.4,3.8,C Pawson,1.95,3.7,4.1,2.0,3.4,4.0
8,15,0,20,8,3,Everton,1.67,3.8,6.0,1.62,3.8,6.0,22/10/16,E0,1,2,H,2,16,0,9,3,0,1,H,2,Burnley,1.75,3.6,4.8,M Jones,1.67,3.8,6.25,1.67,3.6,6.0
7,8,0,12,6,3,Stoke,2.5,3.3,3.1,2.5,3.2,2.95,22/10/16,E0,2,0,A,5,16,0,9,2,1,0,A,2,Hull,2.7,3.2,2.7,K Friend,2.5,3.3,3.1,2.5,3.2,3.1
8,8,0,23,7,0,Crystal Palace,3.9,3.5,2.05,3.7,3.4,2.05,22/10/16,E0,1,3,H,8,10,0,17,4,0,1,H,0,Leicester,3.8,3.4,2.0,M Oliver,4.0,3.5,2.05,4.0,3.3,2.05
2,13,0,6,1,3,West Brom,13.0,6.0,1.29,12.0,6.0,1.28,22/10/16,E0,1,2,H,3,9,0,21,7,0,2,H,1,Liverpool,9.5,5.5,1.3,N Swarbrick,12.0,6.0,1.29,11.0,6.0,1.29
2,16,0,10,2,1,Watford,3.3,3.3,2.38,3.25,3.25,2.3,22/10/16,E0,0,0,D,7,15,0,11,5,0,0,D,2,Swansea,3.15,3.3,2.3,P Tierney,3.4,3.4,2.3,3.2,3.4,2.3
2,13,0,10,2,5,Sunderland,5.75,4.0,1.67,5.0,3.8,1.7,22/10/16,E0,0,1,H,6,10,0,20,3,0,0,D,2,West Ham,4.8,3.6,1.75,R Madley,5.4,4.0,1.7,5.5,3.75,1.7
7,17,0,16,5,2,Man United,3.8,3.4,2.15,3.6,3.3,2.25,23/10/16,E0,0,4,H,5,7,0,14,6,0,2,H,3,Chelsea,3.35,3.3,2.2,M Atkinson,3.6,3.4,2.2,3.6,3.1,2.25
3,10,0,6,2,3,Southampton,7.5,4.5,1.5,7.0,4.5,1.5,23/10/16,E0,1,1,D,10,11,0,14,3,1,0,A,3,Man City,6.5,4.2,1.5,M Clattenburg,7.0,4.6,1.5,7.0,4.33,1.5
3,5,0,17,10,2,Liverpool,1.7,4.0,5.25,1.72,4.0,5.0,29/10/16,E0,4,2,A,3,15,0,7,6,3,2,A,1,Crystal Palace,1.75,3.6,4.8,A Marriner,1.75,3.9,5.0,1.75,3.8,5.0
1,9,0,7,1,3,Burnley,19.0,7.0,1.2,15.0,6.5,1.2,29/10/16,E0,0,0,D,19,12,1,37,11,0,0,D,1,Man United,15.0,6.5,1.2,M Clattenburg,17.0,7.0,1.2,17.0,6.0,1.22
7,5,0,15,3,1,Bournemouth,3.2,3.2,2.5,3.1,3.1,2.45,29/10/16,E0,0,2,H,4,3,0,10,3,0,1,H,1,Middlesbrough,3.0,3.1,2.5,S Attwell,3.2,3.2,2.5,3.1,3.0,2.6
8,13,0,21,7,3,Arsenal,1.4,5.0,9.0,1.4,5.25,8.0,29/10/16,E0,4,1,A,0,9,0,3,1,1,0,A,4,Sunderland,1.4,4.8,7.5,M Atkinson,1.4,5.2,8.5,1.4,4.8,8.5
1,20,0,6,1,4,Leicester,6.0,4.2,1.62,5.5,4.0,1.62,29/10/16,E0,1,1,D,8,11,0,22,5,0,1,H,3,Tottenham,5.3,3.8,1.65,R Madley,5.75,4.0,1.67,6.0,3.6,1.67
2,8,0,8,2,2,Hull,5.25,3.75,1.75,5.0,3.75,1.72,29/10/16,E0,0,1,H,7,13,0,22,0,0,0,D,1,Watford,4.8,3.6,1.75,J Moss,5.5,3.7,1.75,5.5,3.5,1.75
7,10,0,21,8,3,Man City,1.44,4.75,8.0,1.45,4.5,7.0,29/10/16,E0,4,0,A,1,17,0,9,1,2,0,A,4,West Brom,1.45,4.5,7.0,L Mason,1.45,4.6,8.0,1.44,4.5,8.0
8,12,0,13,3,3,West Ham,4.75,3.8,1.8,4.5,3.9,1.8,30/10/16,E0,0,2,H,8,15,0,17,6,0,0,D,2,Everton,4.8,3.6,1.75,A Taylor,4.6,4.0,1.8,4.5,3.6,1.83
3,16,0,13,7,0,Chelsea,2.4,3.4,3.2,2.4,3.4,3.1,30/10/16,E0,2,0,A,7,13,0,9,1,1,0,A,0,Southampton,2.2,3.35,3.3,M Jones,2.45,3.3,3.1,2.4,3.2,3.2
4,14,0,14,6,0,Swansea,3.8,3.6,2.05,3.75,3.6,2.05,31/10/16,E0,1,3,H,6,7,0,17,4,1,1,D,2,Stoke,4.1,3.5,1.9,M Oliver,3.8,3.6,2.05,3.6,3.5,2.1
2,17,1,9,4,2,Sunderland,5.5,4.2,1.65,5.75,3.9,1.62,05/11/16,E0,2,1,A,12,14,0,22,7,1,1,D,3,Bournemouth,5.3,3.8,1.65,M Dean,5.75,4.0,1.65,6.0,3.6,1.67
7,12,0,16,5,2,Crystal Palace,2.38,3.3,3.3,2.35,3.25,3.2,05/11/16,E0,2,3,H,4,11,0,14,7,0,2,H,1,Burnley,2.4,3.3,2.95,A Taylor,2.3,3.3,3.5,2.4,3.1,3.3
2,16,0,1,0,3,Everton,7.0,4.33,1.53,6.25,4.2,1.53,05/11/16,E0,0,5,H,4,5,0,21,9,0,3,H,0,Chelsea,6.2,4.0,1.55,R Madley,6.5,4.33,1.57,7.0,3.75,1.57
2,15,0,5,3,3,Middlesbrough,15.0,7.0,1.22,14.5,6.75,1.2,05/11/16,E0,1,1,D,8,7,0,25,7,0,1,H,1,Man City,15.0,6.5,1.2,K Friend,15.0,7.0,1.22,13.0,6.5,1.22
4,10,0,12,4,1,Stoke,4.0,3.6,2.0,3.8,3.5,2.0,05/11/16,E0,1,1,D,6,11,0,9,2,0,0,D,4,West Ham,3.8,3.4,2.0,A Marriner,3.9,3.6,2.05,4.0,3.3,2.05
2,17,0,10,3,2,Tottenham,4.2,3.6,1.95,3.9,3.6,1.95,06/11/16,E0,1,1,D,7,11,0,15,2,0,1,H,1,Arsenal,3.8,3.4,2.0,M Clattenburg,4.2,3.5,1.95,4.33,3.2,2.0
10,15,0,19,7,5,Southampton,1.7,3.8,5.75,1.65,3.8,5.5,06/11/16,E0,1,2,H,1,13,0,6,2,1,0,A,0,Hull,1.65,3.8,5.3,G Scott,1.7,3.75,5.75,1.7,3.6,5.5
6,8,0,11,5,2,West Brom,5.25,3.6,1.8,4.75,3.6,1.78,06/11/16,E0,2,1,A,5,8,0,5,2,0,0,D,0,Leicester,4.8,3.6,1.75,C Pawson,5.2,3.6,1.8,5.5,3.3,1.8
3,10,0,11,8,2,Watford,12.0,6.0,1.29,11.0,6.0,1.26,06/11/16,E0,1,6,H,6,14,0,28,17,0,3,H,1,Liverpool,9.5,5.5,1.3,M Oliver,13.0,6.25,1.29,13.0,5.0,1.3
0,16,0,9,3,2,Man United,1.73,4.0,5.0,1.72,3.9,4.75,06/11/16,E0,3,1,A,2,9,0,6,1,3,0,A,0,Swansea,1.65,3.8,5.3,N Swarbrick,1.73,4.0,5.0,1.73,3.75,5.0
7,15,0,10,4,2,Man City,1.53,4.5,6.5,1.5,4.4,6.25,19/11/16,E0,2,1,A,2,12,0,9,2,1,0,A,1,Crystal Palace,1.5,4.2,6.5,R Madley,1.55,4.5,6.25,1.57,4.2,6.0
3,12,0,5,3,2,Swansea,6.0,4.33,1.6,6.25,4.1,1.55,19/11/16,E0,1,1,D,10,13,0,14,6,1,0,A,4,Everton,6.2,4.0,1.55,M Atkinson,6.0,4.3,1.6,6.5,4.0,1.57
4,11,0,5,1,3,Arsenal,2.9,3.4,2.6,2.8,3.4,2.5,19/11/16,E0,1,1,D,10,14,0,12,5,0,0,D,3,Man United,2.75,3.25,2.6,A Marriner,2.9,3.4,2.6,3.0,3.1,2.62
8,11,0,15,2,1,Liverpool,2.2,3.6,3.4,2.15,3.5,3.3,19/11/16,E0,0,0,D,1,8,0,3,0,0,0,D,1,Southampton,2.0,3.4,3.8,M Clattenburg,2.3,3.4,3.4,2.2,3.4,3.4
4,10,0,9,2,2,Bournemouth,3.4,3.4,2.3,3.5,3.25,2.2,19/11/16,E0,1,0,A,3,17,0,14,6,1,0,A,3,Stoke,3.5,3.4,2.1,R East,3.4,3.4,2.3,3.3,3.3,2.3
8,8,0,17,7,0,Hull,3.8,3.4,2.15,3.6,3.25,2.15,19/11/16,E0,0,3,H,2,9,1,11,4,0,1,H,1,Sunderland,3.5,3.4,2.1,L Mason,3.8,3.3,2.15,3.8,3.2,2.15
5,16,1,11,3,2,West Ham,7.5,4.5,1.5,6.75,4.25,1.5,19/11/16,E0,2,3,H,4,13,0,14,6,1,0,A,3,Tottenham,5.3,3.8,1.65,M Dean,7.0,4.6,1.5,7.0,4.33,1.5
6,18,0,10,2,3,Leicester,2.75,3.3,2.8,2.65,3.3,2.7,19/11/16,E0,1,2,H,4,12,0,10,3,1,2,H,2,Watford,2.7,3.2,2.7,N Swarbrick,2.7,3.3,2.88,2.75,3.1,2.8
3,10,0,13,3,3,Chelsea,1.57,4.0,7.0,1.55,4.1,6.25,20/11/16,E0,1,0,A,2,13,0,12,1,1,0,A,2,Middlesbrough,1.5,4.2,6.5,J Moss,1.57,4.2,6.5,1.57,4.0,6.5
3,12,0,5,2,0,Burnley,4.5,3.4,1.95,4.33,3.3,1.95,21/11/16,E0,0,4,H,4,12,0,16,6,0,3,H,0,West Brom,4.1,3.5,1.9,M Jones,4.6,3.3,1.95,4.5,3.3,1.95
8,15,0,21,5,3,Man City,1.33,6.0,9.0,1.28,6.0,9.5,26/11/16,E0,2,1,A,5,5,0,10,5,1,1,D,2,Burnley,1.35,5.3,8.0,A Marriner,1.33,5.5,10.5,1.33,5.5,9.0
8,16,0,12,6,1,Tottenham,5.25,3.8,1.75,5.0,3.8,1.75,26/11/16,E0,1,2,H,3,13,0,9,5,1,1,D,2,Chelsea,4.8,3.6,1.75,M Oliver,5.0,3.9,1.75,5.0,3.5,1.8
6,10,0,11,2,2,West Brom,2.6,3.2,3.1,2.55,3.2,2.9,26/11/16,E0,1,1,D,2,7,0,10,4,1,0,A,3,Hull,2.6,3.25,2.75,P Tierney,2.5,3.2,3.2,2.6,3.0,3.1
3,12,0,6,2,4,Middlesbrough,4.5,3.6,1.91,4.6,3.4,1.85,26/11/16,E0,2,2,D,2,15,0,11,3,1,1,D,4,Leicester,4.5,3.6,1.8,L Mason,4.6,3.5,1.91,4.5,3.4,1.91
4,9,0,6,1,3,Sunderland,19.0,8.5,1.17,15.5,7.5,1.17,26/11/16,E0,0,2,H,9,5,0,27,7,0,0,D,1,Liverpool,15.0,6.5,1.2,A Taylor,18.0,8.0,1.18,17.0,7.0,1.2
6,24,0,12,4,5,Crystal Palace,2.88,3.4,2.63,2.9,3.2,2.55,26/11/16,E0,4,5,H,10,12,0,18,9,1,1,D,4,Swansea,2.95,3.3,2.4,K Friend,2.8,3.4,2.7,2.9,3.2,2.62
10,13,0,9,3,5,Bournemouth,9.0,5.0,1.4,7.5,4.75,1.42,27/11/16,E0,1,3,H,3,12,0,16,3,1,1,D,3,Arsenal,8.0,5.3,1.35,M Jones,8.0,5.0,1.44,8.5,4.8,1.4
4,16,0,6,2,1,West Ham,8.0,4.75,1.45,6.75,4.5,1.48,27/11/16,E0,1,1,D,8,16,0,17,8,1,1,D,3,Man United,7.0,4.5,1.45,J Moss,7.5,4.6,1.45,7.0,4.33,1.5
2,15,0,13,1,2,Everton,3.6,3.4,2.2,3.7,3.3,2.1,27/11/16,E0,0,1,H,5,11,0,17,7,0,1,H,0,Southampton,3.5,3.4,2.1,C Pawson,3.7,3.3,2.2,3.6,3.2,2.2
3,14,0,14,1,0,Stoke,3.3,3.3,2.4,3.2,3.3,2.3,27/11/16,E0,1,0,A,3,24,1,11,2,1,0,A,3,Watford,2.95,3.3,2.4,R Madley,3.2,3.3,2.45,3.2,3.2,2.4
9,13,0,17,3,1,Southampton,2.3,3.3,3.5,2.25,3.4,3.2,03/12/16,E0,0,3,H,4,11,0,9,4,0,2,H,3,Crystal Palace,2.4,3.3,2.95,N Swarbrick,2.25,3.4,3.5,2.3,3.2,3.4
2,9,0,10,4,3,Chelsea,3.6,3.6,2.15,3.6,3.5,2.15,03/12/16,E0,3,1,A,9,14,2,14,5,0,1,H,2,Man City,3.8,3.4,2.0,A Taylor,3.6,3.5,2.1,3.5,3.3,2.2
9,13,0,14,4,2,Burnley,6.5,4.0,1.62,6.25,3.75,1.6,03/12/16,E0,0,2,H,4,7,0,10,4,0,2,H,3,Stoke,5.0,3.7,1.7,M Clattenburg,6.5,4.0,1.62,6.5,3.75,1.62
4,12,0,17,5,1,Leicester,2.3,3.4,3.4,2.3,3.25,3.3,03/12/16,E0,1,2,H,3,8,0,22,6,0,0,D,3,Sunderland,2.4,3.3,2.95,A Marriner,2.3,3.4,3.4,2.3,3.2,3.4
0,17,0,1,0,4,Swansea,9.0,5.5,1.36,9.75,5.0,1.34,03/12/16,E0,0,5,H,5,11,0,28,15,0,2,H,0,Tottenham,8.0,5.3,1.35,J Moss,10.0,5.5,1.33,9.5,5.0,1.36
4,8,1,17,5,1,Watford,3.75,3.3,2.2,3.6,3.25,2.15,03/12/16,E0,1,3,H,3,12,0,11,3,0,2,H,2,West Brom,3.6,3.3,2.1,G Scott,3.8,3.3,2.2,3.6,3.2,2.2
2,11,0,19,10,3,Arsenal,1.75,4.2,4.75,1.75,4.0,4.75,03/12/16,E0,5,1,A,3,10,0,10,3,1,0,A,3,West Ham,1.75,3.6,4.8,C Pawson,1.75,4.0,5.0,1.75,3.8,4.8
9,17,0,10,3,2,Liverpool,1.75,4.0,5.0,1.7,3.8,5.0,04/12/16,E0,3,4,H,4,9,0,12,8,2,0,A,2,Bournemouth,1.75,3.6,4.8,R Madley,1.8,4.0,4.6,1.75,3.8,4.8
3,11,0,10,2,3,Man United,2.15,3.5,3.6,2.1,3.5,3.7,04/12/16,E0,1,1,D,6,13,0,13,6,1,0,A,2,Everton,2.1,3.4,3.5,M Oliver,2.15,3.4,3.7,2.2,3.3,3.6
7,11,0,6,2,1,Hull,5.25,3.5,1.83,5.0,3.6,1.75,05/12/16,E0,0,1,H,13,6,0,16,4,0,0,D,1,Middlesbrough,4.3,3.5,1.85,M Dean,5.4,3.5,1.8,5.0,3.4,1.83
7,6,0,12,5,0,Stoke,9.5,5.5,1.35,9.0,5.0,1.35,10/12/16,E0,1,3,H,7,9,0,21,6,1,1,D,0,Arsenal,7.5,4.8,1.4,L Mason,9.5,5.5,1.33,9.0,5.0,1.36
11,18,0,17,4,2,Bournemouth,2.2,3.5,3.5,2.15,3.4,3.4,10/12/16,E0,2,3,H,4,14,0,16,7,1,2,H,2,Burnley,2.4,3.3,2.95,M Atkinson,2.3,3.4,3.4,2.3,3.3,3.3
7,14,0,14,6,4,Crystal Palace,2.3,3.3,3.5,2.3,3.25,3.3,10/12/16,E0,3,3,D,4,16,0,15,6,0,1,H,2,Hull,2.5,3.3,2.85,M Jones,2.3,3.4,3.4,2.38,3.2,3.3
11,7,0,19,4,1,Man City,1.7,4.0,5.25,1.7,4.0,4.75,10/12/16,E0,2,4,H,3,10,0,10,6,0,3,H,2,Leicester,1.75,3.6,4.8,M Oliver,1.7,4.0,5.25,1.73,3.8,5.0
4,8,0,11,2,2,Sunderland,3.6,3.5,2.15,3.6,3.3,2.15,10/12/16,E0,0,3,H,7,10,0,14,5,0,0,D,1,Swansea,3.3,3.35,2.2,C Pawson,3.5,3.5,2.2,3.6,3.3,2.2
4,16,0,11,4,2,Everton,2.45,3.4,3.1,2.4,3.3,3.0,10/12/16,E0,2,3,H,2,11,0,11,6,1,1,D,2,Watford,2.4,3.3,2.95,A Taylor,2.5,3.3,3.1,2.5,3.3,3.0
1,10,0,6,1,4,West Brom,15.0,6.25,1.25,10.5,6.25,1.26,11/12/16,E0,0,1,H,3,6,0,12,2,0,0,D,2,Chelsea,9.5,5.5,1.3,M Dean,13.0,6.0,1.29,13.0,5.5,1.29
4,8,0,7,3,0,West Ham,11.0,6.0,1.3,9.0,5.75,1.3,11/12/16,E0,2,2,D,11,7,0,18,3,2,1,A,2,Liverpool,9.5,5.5,1.3,M Clattenburg,10.5,6.0,1.3,11.0,5.5,1.3
8,17,0,12,4,3,Tottenham,3.6,3.4,2.2,3.4,3.4,2.15,11/12/16,E0,0,1,H,3,19,0,15,5,0,1,H,3,Man United,3.5,3.4,2.1,R Madley,3.6,3.4,2.2,3.5,3.2,2.25
2,12,0,6,2,3,Middlesbrough,6.0,3.7,1.7,5.75,3.7,1.65,11/12/16,E0,0,1,H,4,14,0,14,3,0,0,D,4,Southampton,5.0,3.7,1.7,S Attwell,6.25,3.6,1.7,6.0,3.4,1.73
11,15,0,12,4,3,Leicester,3.2,3.4,2.4,3.0,3.4,2.35,13/12/16,E0,0,1,H,4,5,0,9,3,0,1,H,0,Bournemouth,2.95,3.3,2.4,P Tierney,3.1,3.5,2.4,3.1,3.3,2.4
3,10,0,9,3,1,Arsenal,1.91,3.75,4.2,1.9,3.7,4.25,13/12/16,E0,1,2,H,8,10,1,14,4,1,1,D,1,Everton,1.9,3.5,4.1,M Clattenburg,1.91,3.8,4.2,1.91,3.6,4.2
8,10,0,16,6,2,Man United,1.7,4.0,5.25,1.65,3.8,5.5,14/12/16,E0,2,1,A,1,16,0,6,3,1,0,A,2,Crystal Palace,1.75,3.6,4.8,C Pawson,1.7,4.0,5.4,1.7,4.0,4.8
2,20,0,5,2,2,Watford,11.0,6.5,1.29,12.5,6.5,1.22,14/12/16,E0,0,2,H,5,16,0,13,7,0,1,H,1,Man City,9.5,5.5,1.3,K Friend,13.0,6.5,1.25,12.0,6.5,1.25
2,14,0,15,4,0,Liverpool,1.6,4.33,6.0,1.57,4.1,6.0,14/12/16,E0,3,0,A,5,11,0,8,3,1,0,A,1,Middlesbrough,1.6,4.0,5.5,J Moss,1.57,4.3,6.25,1.6,4.0,6.0
11,10,0,15,4,2,Southampton,2.5,3.3,3.1,2.45,3.3,2.95,14/12/16,E0,0,0,D,3,9,1,5,3,0,0,D,1,Stoke,2.6,3.1,2.85,A Taylor,2.45,3.25,3.25,2.4,3.2,3.2
5,10,0,19,6,2,Chelsea,1.33,5.75,10.0,1.34,5.0,9.5,14/12/16,E0,1,0,A,5,15,0,8,3,1,0,A,3,Sunderland,1.3,5.5,9.5,N Swarbrick,1.33,5.5,10.5,1.33,5.0,9.0
5,14,0,10,5,2,Hull,15.0,7.0,1.22,13.5,6.5,1.22,14/12/16,E0,0,3,H,5,6,0,27,9,0,1,H,0,Tottenham,11.0,6.0,1.25,A Marriner,15.0,6.25,1.25,13.0,6.0,1.25
11,8,0,8,4,0,Swansea,4.0,3.5,2.05,4.0,3.5,1.95,14/12/16,E0,1,3,H,0,8,0,13,4,0,0,D,0,West Brom,3.8,3.4,2.0,M Oliver,3.9,3.5,2.05,4.0,3.3,2.05
1,15,0,8,2,2,Burnley,5.75,4.0,1.67,5.5,4.1,1.6,14/12/16,E0,0,1,H,6,12,0,20,7,0,1,H,0,West Ham,5.0,3.7,1.7,R Madley,5.75,4.1,1.65,5.5,3.8,1.67
3,15,0,13,6,3,Chelsea,1.57,4.2,6.5,1.57,4.1,6.0,17/12/16,E0,1,0,A,5,12,0,6,2,1,0,A,2,Crystal Palace,1.5,4.2,6.5,J Moss,1.62,4.3,5.75,1.62,3.75,6.5
8,11,0,14,2,0,Swansea,4.0,3.4,2.1,3.75,3.4,2.05,17/12/16,E0,0,3,H,3,10,0,10,4,0,2,H,1,Middlesbrough,3.5,3.4,2.1,N Swarbrick,4.1,3.4,2.05,3.75,3.3,2.1
9,12,1,14,8,6,Leicester,2.9,3.4,2.6,2.9,3.4,2.45,17/12/16,E0,2,2,D,9,9,0,16,7,0,2,H,2,Stoke,2.85,3.3,2.5,C Pawson,2.9,3.3,2.6,2.9,3.2,2.6
11,9,0,9,4,2,Watford,2.9,3.3,2.63,2.9,3.2,2.55,17/12/16,E0,0,1,H,4,10,0,12,4,0,0,D,1,Sunderland,2.85,3.3,2.5,R Madley,3.0,3.3,2.6,2.9,3.2,2.62
3,13,0,10,5,3,Man United,1.7,3.8,5.75,1.72,3.6,5.25,17/12/16,E0,2,0,A,2,9,0,10,1,1,0,A,3,West Brom,1.75,3.6,4.8,A Taylor,1.75,3.6,5.75,1.75,3.5,5.5
6,9,0,16,5,4,Hull,6.0,4.1,1.62,5.0,4.1,1.65,17/12/16,E0,0,1,H,10,13,0,18,6,0,0,D,2,West Ham,5.3,3.8,1.65,L Mason,5.75,4.1,1.65,6.0,3.6,1.67
4,12,0,14,8,2,Southampton,2.6,3.3,3.0,2.55,3.25,2.85,18/12/16,E0,3,1,A,7,6,0,10,5,1,1,D,0,Bournemouth,2.65,3.3,2.65,M Clattenburg,2.63,3.3,2.9,2.62,3.2,2.9
1,13,0,6,1,2,Arsenal,3.5,3.6,2.15,3.5,3.6,2.15,18/12/16,E0,1,2,H,8,9,0,14,5,1,0,A,4,Man City,3.3,3.35,2.2,M Atkinson,3.5,3.6,2.1,3.4,3.4,2.2
2,11,0,5,2,2,Burnley,15.0,7.0,1.22,13.0,7.0,1.2,18/12/16,E0,1,2,H,11,10,0,30,9,1,1,D,1,Tottenham,11.0,6.0,1.25,K Friend,15.0,7.0,1.22,15.0,6.5,1.22
6,9,0,11,4,1,Liverpool,1.95,3.6,4.2,1.9,3.6,4.1,19/12/16,E0,1,0,A,1,13,0,6,1,0,0,D,3,Everton,2.0,3.4,3.8,M Dean,1.9,3.75,4.2,1.95,3.5,4.2
5,7,0,3,1,1,West Brom,8.5,5.5,1.33,10.0,5.0,1.3,26/12/16,E0,0,1,H,6,11,0,26,11,0,0,D,2,Arsenal,8.7,5.3,1.33,N Swarbrick,10.5,5.4,1.33,11.0,5.0,1.33
3,18,0,8,2,5,Middlesbrough,2.6,3.1,2.9,2.55,3.1,2.85,26/12/16,E0,0,1,H,7,17,0,6,4,0,0,D,6,Burnley,2.65,3.2,2.75,C Pawson,2.7,3.1,3.0,2.62,3.1,3.0
5,14,0,7,3,1,Bournemouth,8.5,5.0,1.36,8.25,4.6,1.36,26/12/16,E0,0,3,H,5,13,0,14,4,0,1,H,1,Chelsea,8.0,5.3,1.35,M Jones,9.0,5.0,1.36,8.5,4.8,1.4
7,14,0,16,6,0,Man City,1.3,5.5,10.0,1.33,5.0,8.5,26/12/16,E0,3,0,A,4,11,0,10,3,0,0,D,1,Hull,1.3,5.5,9.5,R Madley,1.3,5.75,10.5,1.33,5.5,9.0
4,7,0,8,3,0,Everton,2.9,3.3,2.5,2.85,3.3,2.4,26/12/16,E0,2,0,A,3,14,0,7,2,0,0,D,3,Leicester,3.15,3.3,2.3,S Attwell,3.0,3.4,2.5,3.0,3.3,2.5
5,9,0,7,4,1,Sunderland,13.0,6.5,1.22,11.5,6.25,1.22,26/12/16,E0,1,3,H,5,6,0,26,9,0,1,H,1,Man United,13.5,6.2,1.22,M Atkinson,15.0,6.5,1.22,17.0,5.5,1.25
4,12,0,14,7,0,West Ham,2.8,3.2,2.63,2.7,3.2,2.6,26/12/16,E0,4,1,A,8,10,0,14,7,1,0,A,0,Swansea,2.75,3.25,2.6,A Marriner,2.8,3.4,2.63,2.7,3.3,2.7
3,17,0,10,4,4,Crystal Palace,2.9,3.3,2.5,2.9,3.2,2.4,26/12/16,E0,1,1,D,7,18,0,9,3,1,0,A,2,Watford,3.15,3.3,2.3,M Clattenburg,3.1,3.3,2.5,3.1,3.3,2.4
2,6,0,6,2,1,Stoke,10.0,5.5,1.3,9.0,5.25,1.3,27/12/16,E0,1,4,H,8,9,0,20,6,1,2,H,0,Liverpool,9.5,5.5,1.3,M Oliver,11.5,5.75,1.3,11.0,5.0,1.33
10,16,0,17,5,4,Tottenham,2.6,3.25,2.8,2.55,3.2,2.75,28/12/16,E0,4,1,A,2,7,1,9,2,1,1,D,1,Southampton,2.5,3.3,2.85,M Dean,2.63,3.25,2.9,2.6,3.2,2.9
5,13,0,20,7,2,Everton,1.95,3.5,4.33,1.95,3.5,4.25,30/12/16,E0,2,2,D,5,10,0,13,4,1,1,D,2,Hull,1.9,3.5,4.1,J Moss,1.95,3.5,4.2,1.95,3.4,4.33
2,8,0,11,3,1,Sunderland,3.3,3.25,2.4,3.2,3.2,2.35,31/12/16,E0,1,4,H,6,10,0,16,6,0,1,H,1,Burnley,2.95,3.3,2.4,G Scott,3.3,3.3,2.4,3.2,3.2,2.4
3,10,0,5,2,2,Stoke,14.0,6.5,1.25,11.5,5.75,1.26,31/12/16,E0,2,4,H,8,12,0,18,7,0,1,H,3,Chelsea,10.5,5.8,1.27,R Madley,13.0,6.0,1.29,13.0,5.5,1.29
7,8,0,25,5,3,West Ham,3.7,3.6,2.1,3.6,3.5,2.05,31/12/16,E0,0,1,H,7,11,0,12,4,0,1,H,5,Leicester,3.5,3.4,2.1,A Taylor,3.9,3.6,2.05,3.75,3.4,2.1
6,12,0,9,2,1,Man City,3.1,3.6,2.35,3.0,3.5,2.3,31/12/16,E0,0,1,H,4,12,0,5,1,0,1,H,2,Liverpool,2.95,3.3,2.4,C Pawson,3.1,3.6,2.38,3.1,3.3,2.4
2,14,0,9,2,1,Middlesbrough,16.0,6.0,1.25,14.5,5.5,1.25,31/12/16,E0,1,2,H,12,9,0,32,12,0,0,D,1,Man United,10.5,5.8,1.27,L Mason,15.0,6.0,1.25,17.0,5.5,1.25
3,17,0,7,3,3,West Brom,5.5,3.7,1.75,5.25,3.5,1.75,31/12/16,E0,2,1,A,8,13,1,10,1,1,1,D,1,Southampton,5.0,3.7,1.7,M Jones,5.5,3.6,1.75,5.5,3.3,1.8
3,9,0,11,6,0,Bournemouth,2.6,3.4,2.9,2.55,3.4,2.75,31/12/16,E0,3,0,A,4,14,0,14,5,2,0,A,2,Swansea,2.65,3.3,2.65,K Friend,2.55,3.5,2.88,2.62,3.3,2.8
4,7,0,7,4,1,Crystal Palace,9.5,5.5,1.29,9.75,5.5,1.3,01/01/17,E0,0,2,H,8,9,0,22,7,0,1,H,1,Arsenal,9.5,5.5,1.3,A Marriner,10.5,5.5,1.33,9.0,5.5,1.33
3,6,0,19,6,0,Tottenham,1.62,3.75,5.5,1.67,3.8,5.25,01/01/17,E0,4,1,A,0,11,0,6,2,3,0,A,3,Watford,1.7,3.7,5.0,M Oliver,1.7,3.8,5.75,1.73,3.6,5.5
8,14,0,12,3,1,Southampton,3.6,3.4,2.2,3.5,3.3,2.15,02/01/17,E0,0,3,H,10,5,0,17,6,0,0,D,0,Everton,3.5,3.4,2.1,K Friend,3.6,3.3,2.25,3.4,3.2,2.3
8,11,0,11,3,3,Burnley,19.0,8.5,1.17,15.0,8.0,1.17,02/01/17,E0,1,2,H,8,11,1,14,3,0,0,D,4,Man City,18.0,7.5,1.15,L Mason,17.0,8.0,1.15,15.0,7.0,1.18
2,9,0,10,4,0,Leicester,2.88,3.2,2.75,2.85,3.1,2.65,02/01/17,E0,0,0,D,2,10,0,9,1,0,0,D,3,Middlesbrough,2.9,3.2,2.5,R Madley,2.9,3.13,2.8,2.8,3.1,2.75
