AC,AF,AR,AS,AST,AY,AwayTeam,B365A,B365D,B365H,BWA,BWD,BWH,Date,Div,FTAG,FTHG,FTR,HC,HF,HR,HS,HST,HTAG,HTHG,HTR,HY,HomeTeam,IWA,IWD,IWH,Referee,VCA,VCD,VCH,WHA,WHD,WHH
3,7,0,12,3,0,Norwich,11.0,6.5,1.29,12.5,6.0,1.25,30/04/16,E0,0,1,H,7,8,0,14,3,0,0,D,1,Arsenal,12.0,5.5,1.22,M Jones,13.0,6.5,1.25,12.0,5.0,1.29
5,8,0,16,2,0,Bournemouth,3.8,3.8,2.0,3.7,3.6,2.0,30/04/16,E0,1,2,H,3,4,0,12,5,1,1,D,1,Everton,3.8,3.45,1.9,N Swarbrick,3.8,3.8,2.0,4.0,3.1,2.05
8,12,0,9,3,0,Crystal Palace,4.0,3.6,2.0,4.0,3.5,1.95,30/04/16,E0,0,1,H,4,11,0,10,4,0,0,D,2,Newcastle,3.8,3.45,1.9,M Dean,4.2,3.6,1.95,4.0,3.1,2.05
8,13,0,14,5,2,Sunderland,2.8,3.3,2.75,2.75,3.2,2.65,30/04/16,E0,1,1,D,2,13,0,11,3,0,0,D,2,Stoke,2.6,3.2,2.6,C Pawson,2.8,3.3,2.75,2.8,3.1,2.62
4,10,1,7,2,3,Aston Villa,5.75,3.8,1.7,5.25,3.8,1.67,30/04/16,E0,2,3,H,8,14,0,18,6,1,1,D,2,Watford,5.0,3.9,1.6,A Taylor,5.5,3.8,1.7,5.5,3.5,1.7
6,7,0,8,4,0,West Ham,2.1,3.4,4.0,2.0,3.5,3.8,30/04/16,E0,3,0,A,8,14,0,15,5,2,0,A,0,West Brom,2.2,3.3,3.1,L Mason,2.05,3.5,3.8,2.1,3.2,3.7
5,10,1,14,3,0,Leicester,3.9,3.4,2.1,3.6,3.4,2.1,01/05/16,E0,1,1,D,6,16,0,21,6,1,1,D,3,Man United,3.8,3.45,1.9,M Oliver,4.1,3.3,2.1,3.6,3.1,2.15
2,9,0,6,5,1,Man City,2.7,3.4,2.8,2.6,3.4,2.7,01/05/16,E0,2,4,H,8,12,0,14,7,1,2,H,2,Southampton,2.5,3.3,2.65,A Marriner,2.7,3.5,2.7,2.7,3.1,2.75
7,13,1,11,3,2,Liverpool,2.4,3.5,3.1,2.3,3.4,3.1,01/05/16,E0,1,3,H,4,12,0,18,9,0,2,H,2,Swansea,2.2,3.3,3.1,R East,2.38,3.5,3.13,2.4,3.1,3.1
8,20,0,16,5,9,Tottenham,2.63,3.6,2.75,2.6,3.5,2.65,02/05/16,E0,2,2,D,7,9,0,13,5,2,0,A,3,Chelsea,2.6,3.2,2.6,M Clattenburg,2.63,3.6,2.75,2.7,3.1,2.75
5,13,0,9,3,1,Newcastle,1.65,4.2,5.75,1.6,3.9,5.25,07/05/16,E0,0,0,D,0,8,0,2,0,0,0,D,1,Aston Villa,1.6,3.9,5.0,R Madley,1.65,4.0,5.75,1.62,3.6,6.0
3,8,0,12,4,1,West Brom,4.2,3.6,1.95,4.0,3.4,1.9,07/05/16,E0,1,1,D,5,5,0,12,4,1,0,A,2,Bournemouth,4.2,3.15,1.9,M Clattenburg,4.4,3.6,1.93,4.33,3.2,1.91
3,18,0,12,3,3,Stoke,3.9,3.5,2.05,3.7,3.2,2.05,07/05/16,E0,1,2,H,4,8,0,17,4,1,0,A,2,Crystal Palace,4.0,3.45,1.85,K Friend,3.9,3.5,2.05,3.6,3.25,2.1
4,12,0,9,5,3,Everton,4.0,4.0,1.91,4.25,3.5,1.83,07/05/16,E0,1,3,H,12,4,0,32,8,0,2,H,0,Leicester,3.8,3.45,1.9,A Marriner,4.2,3.9,1.87,4.33,3.2,1.91
6,10,0,15,2,0,Man United,1.91,3.6,4.5,1.87,3.4,4.1,07/05/16,E0,1,0,A,1,11,0,8,2,0,0,D,1,Norwich,1.9,3.5,3.7,C Pawson,1.87,3.6,4.75,1.91,3.1,4.5
3,9,1,9,8,1,Chelsea,2.45,3.5,3.0,2.35,3.3,2.95,07/05/16,E0,2,3,H,3,11,0,15,4,2,1,A,4,Sunderland,2.6,3.2,2.6,M Jones,2.45,3.5,3.0,2.38,3.2,3.0
3,8,0,13,6,0,Swansea,8.0,4.75,1.44,6.75,4.25,1.45,07/05/16,E0,4,1,A,13,11,0,25,7,2,0,A,3,West Ham,6.6,4.0,1.47,M Oliver,8.0,4.8,1.44,7.0,4.33,1.44
8,15,0,14,3,2,Watford,7.5,4.5,1.5,6.75,4.4,1.44,08/05/16,E0,0,2,H,8,10,0,19,5,0,1,H,1,Liverpool,7.3,4.4,1.4,L Mason,7.0,4.5,1.5,7.0,4.0,1.5
2,10,0,5,2,1,Arsenal,2.9,3.6,2.5,2.6,3.4,2.55,08/05/16,E0,2,2,D,7,16,0,14,3,1,1,D,2,Man City,2.85,3.2,2.4,A Taylor,2.88,3.5,2.55,2.9,3.1,2.5
2,16,0,10,2,3,Southampton,3.9,3.6,2.05,3.7,3.6,1.91,08/05/16,E0,2,1,A,10,8,0,20,6,1,1,D,0,Tottenham,3.8,3.45,1.9,J Moss,3.9,3.7,2.0,4.0,3.4,1.91
2,18,0,3,2,3,Man United,2.45,3.5,3.0,2.4,3.5,2.85,10/05/16,E0,2,3,H,6,6,0,20,6,0,1,H,1,West Ham,2.3,3.2,3.0,M Dean,2.5,3.5,2.9,2.4,3.25,3.0
3,12,0,13,7,1,Chelsea,3.8,3.8,2.0,3.7,3.5,1.95,11/05/16,E0,1,1,D,7,11,0,28,9,1,0,A,3,Liverpool,3.8,3.45,1.9,M Oliver,3.8,3.8,2.0,3.75,3.5,1.95
1,12,0,12,7,3,Watford,4.75,3.75,1.83,4.33,3.75,1.75,11/05/16,E0,2,4,H,5,8,0,18,6,1,3,H,2,Norwich,4.0,3.6,1.8,R East,4.75,3.75,1.83,5.0,3.3,1.8
5,7,0,17,6,0,Everton,5.0,4.0,1.75,5.0,3.5,1.72,11/05/16,E0,0,3,H,5,15,0,14,8,0,2,H,1,Sunderland,5.4,4.0,1.55,A Taylor,4.8,4.0,1.75,5.0,3.5,1.73
4,6,0,5,2,1,Aston Villa,17.0,9.0,1.17,16.0,7.0,1.16,15/05/16,E0,0,4,H,5,12,0,16,7,0,1,H,0,Arsenal,14.0,6.5,1.17,M Clattenburg,21.0,9.0,1.15,19.0,7.5,1.14
6,12,0,18,5,0,Leicester,3.1,3.75,2.3,2.9,3.6,2.25,15/05/16,E0,1,1,D,7,4,0,17,4,0,0,D,0,Chelsea,3.3,3.3,2.1,C Pawson,3.1,3.75,2.3,3.1,3.3,2.3
11,11,0,10,2,0,Norwich,4.5,4.0,1.8,4.33,3.8,1.75,15/05/16,E0,0,3,H,4,7,0,15,8,0,2,H,0,Everton,4.0,3.45,1.85,L Mason,4.6,3.9,1.8,4.5,3.75,1.75
8,6,0,17,5,2,Tottenham,1.8,4.0,4.5,1.8,3.7,4.1,15/05/16,E0,1,5,H,3,7,1,19,10,0,2,H,1,Newcastle,1.75,3.5,4.5,A Taylor,1.75,4.0,4.6,1.83,3.4,4.5
5,14,0,16,4,2,Crystal Palace,9.0,5.5,1.36,9.25,4.75,1.33,15/05/16,E0,1,4,H,2,7,0,18,5,0,1,H,1,Southampton,7.3,4.4,1.4,M Oliver,10.0,5.5,1.33,8.0,4.8,1.36
10,12,0,20,7,1,West Ham,2.15,3.6,3.5,2.1,3.4,3.3,15/05/16,E0,1,2,H,4,8,0,7,4,1,0,A,3,Stoke,2.3,3.3,2.9,M Jones,2.1,3.8,3.5,2.2,3.1,3.5
4,19,0,18,5,3,Man City,1.53,4.75,6.0,1.48,4.5,5.75,15/05/16,E0,1,1,D,4,4,0,4,1,1,1,D,1,Swansea,1.45,4.0,7.0,M Dean,1.53,4.75,5.2,1.53,4.33,5.5
4,10,0,6,4,0,Sunderland,3.7,3.75,2.05,3.6,3.3,2.05,15/05/16,E0,2,2,D,7,11,0,21,6,1,0,A,1,Watford,3.1,3.3,2.2,K Friend,3.7,3.75,2.05,3.6,3.75,1.95
5,14,0,7,3,1,Liverpool,3.0,3.6,2.4,2.75,3.5,2.35,15/05/16,E0,1,1,D,7,11,0,13,1,1,1,D,3,West Brom,2.6,3.4,2.5,R Madley,3.0,3.6,2.38,3.1,3.1,2.4
1,8,0,7,0,0,Bournemouth,5.25,4.2,1.67,5.0,4.0,1.67,17/05/16,E0,1,3,H,7,9,0,12,5,0,1,H,1,Man United,4.5,3.7,1.7,J Moss,5.2,4.1,1.67,4.75,4.0,1.67
4,14,0,17,9,2,Swansea,3.25,3.3,2.4,2.95,3.1,2.45,13/08/16,E0,1,0,A,7,10,0,10,3,0,0,D,3,Burnley,2.65,3.3,2.5,J Moss,3.25,3.2,2.5,2.9,3.2,2.5
6,15,0,13,3,2,West Brom,4.5,3.3,2.0,3.9,3.2,2.0,13/08/16,E0,1,0,A,3,12,0,14,4,0,0,D,2,Crystal Palace,3.3,3.3,2.1,C Pawson,4.4,3.3,2.0,4.0,3.1,2.05
6,14,0,13,4,0,Tottenham,2.4,3.4,3.2,2.4,3.2,2.95,13/08/16,E0,1,1,D,5,10,0,12,6,0,1,H,0,Everton,2.5,3.3,2.65,M Atkinson,2.38,3.4,3.25,2.4,3.1,3.1
3,17,0,18,5,2,Leicester,1.91,3.6,4.5,1.9,3.4,4.33,13/08/16,E0,1,2,H,5,8,0,14,5,0,1,H,2,Hull,2.1,3.3,3.3,M Dean,1.95,3.5,4.4,1.95,3.25,4.2
6,14,0,7,3,2,Sunderland,15.0,6.5,1.25,11.5,6.0,1.22,13/08/16,E0,1,2,H,9,11,0,16,4,0,1,H,1,Man City,10.3,5.5,1.25,R Madley,15.0,6.5,1.25,13.0,5.5,1.25
6,14,0,12,1,5,Stoke,3.4,3.2,2.38,3.25,3.1,2.25,13/08/16,E0,1,1,D,9,18,0,12,2,0,1,H,3,Middlesbrough,2.9,3.3,2.3,K Friend,3.4,3.2,2.38,3.1,3.1,2.4
2,12,1,5,1,2,Watford,5.0,3.75,1.8,4.5,3.4,1.8,13/08/16,E0,1,1,D,6,8,0,24,6,1,0,A,1,Southampton,4.2,3.5,1.8,R East,5.0,3.6,1.83,4.5,3.4,1.83
4,17,0,16,7,3,Liverpool,3.1,3.5,2.4,2.9,3.3,2.35,14/08/16,E0,4,3,A,5,13,0,9,5,1,1,D,3,Arsenal,2.9,3.3,2.3,M Oliver,3.1,3.5,2.4,3.0,3.1,2.5
2,10,0,11,7,1,Man United,1.85,3.6,4.75,1.75,3.5,4.6,14/08/16,E0,3,1,A,4,7,0,9,3,1,0,A,0,Bournemouth,1.75,3.5,4.5,A Marriner,1.87,3.6,4.75,1.85,3.4,4.5
1,16,0,7,3,2,West Ham,6.0,4.0,1.65,5.5,3.75,1.6,15/08/16,E0,1,2,H,7,16,0,16,6,0,0,D,5,Chelsea,5.1,3.6,1.65,A Taylor,5.75,4.1,1.65,5.5,3.6,1.67
0,8,0,13,1,0,Southampton,7.5,4.2,1.53,8.0,4.33,1.48,19/08/16,E0,0,2,H,4,11,0,12,5,0,1,H,0,Man United,7.3,4.4,1.4,A Taylor,7.5,4.1,1.55,7.5,4.33,1.44
12,5,0,26,5,1,Liverpool,1.57,4.2,6.5,1.55,4.0,6.5,20/08/16,E0,0,2,H,1,14,0,3,2,0,2,H,0,Burnley,1.55,3.9,5.6,L Mason,1.55,4.2,7.0,1.57,3.5,7.0
7,7,0,13,4,2,Arsenal,2.5,3.6,2.88,2.45,3.6,2.75,20/08/16,E0,0,0,D,2,11,0,8,1,0,0,D,1,Leicester,2.4,3.3,2.75,M Clattenburg,2.5,3.6,2.9,2.5,3.2,2.88
7,13,0,12,6,4,Man City,1.73,3.8,5.5,1.67,3.8,5.25,20/08/16,E0,4,1,A,7,12,0,8,3,2,0,A,3,Stoke,1.7,3.6,4.7,M Dean,1.73,3.9,5.4,1.73,3.5,5.0
3,10,0,12,4,0,Hull,5.25,3.6,1.8,5.0,3.6,1.75,20/08/16,E0,2,0,A,8,7,0,13,3,0,0,D,0,Swansea,4.2,3.5,1.8,S Attwell,5.25,3.6,1.8,4.8,3.2,1.83
4,9,0,10,2,3,Crystal Palace,8.0,4.75,1.45,7.75,4.5,1.44,20/08/16,E0,0,1,H,10,19,0,20,5,0,0,D,3,Tottenham,6.1,4.0,1.5,M Oliver,8.0,4.75,1.45,8.5,3.6,1.5
5,10,0,13,4,3,Chelsea,1.73,3.8,5.5,1.67,3.7,5.5,20/08/16,E0,2,1,A,0,20,0,6,2,0,0,D,4,Watford,1.8,3.5,4.2,J Moss,1.73,3.75,5.75,1.73,3.3,5.5
4,10,0,13,7,1,Everton,2.6,3.25,3.0,2.55,3.1,2.95,20/08/16,E0,2,1,A,7,16,0,11,4,1,1,D,3,West Brom,2.4,3.2,2.85,N Swarbrick,2.55,3.2,3.13,2.62,3.2,2.7
1,14,0,8,3,1,Middlesbrough,3.1,3.2,2.55,3.1,3.1,2.5,21/08/16,E0,2,1,A,8,11,0,18,5,2,0,A,1,Sunderland,3.0,3.2,2.3,M Atkinson,3.1,3.13,2.63,2.75,3.2,2.6
6,15,1,8,5,1,Bournemouth,4.0,3.75,1.95,4.0,3.6,1.91,21/08/16,E0,0,1,H,1,15,0,15,2,0,0,D,3,West Ham,4.2,3.5,1.8,C Pawson,4.0,3.75,1.95,4.33,3.2,1.91
5,9,0,6,0,2,Burnley,15.0,5.5,1.25,12.0,6.0,1.25,27/08/16,E0,0,3,H,9,6,0,22,10,0,2,H,2,Chelsea,10.3,5.5,1.25,M Clattenburg,15.0,6.0,1.25,12.0,5.0,1.29
4,10,0,10,3,1,Bournemouth,3.3,3.2,2.3,3.2,3.2,2.35,27/08/16,E0,1,1,D,10,15,0,24,5,1,0,A,2,Crystal Palace,2.75,3.3,2.4,M Dean,3.4,3.3,2.38,3.1,3.2,2.38
2,11,0,8,1,1,Stoke,5.25,3.6,1.73,5.0,3.75,1.72,27/08/16,E0,0,1,H,9,14,0,21,9,0,0,D,2,Everton,4.7,3.6,1.7,M Oliver,5.5,3.8,1.73,4.75,3.6,1.75
6,6,0,29,9,3,Man United,1.44,4.1,8.0,1.45,4.5,7.0,27/08/16,E0,1,0,A,1,9,0,8,2,0,0,D,2,Hull,1.5,4.0,6.1,J Moss,1.45,4.5,8.5,1.5,4.0,7.0
6,10,0,9,3,2,Swansea,5.25,3.6,1.73,5.0,3.75,1.72,27/08/16,E0,1,2,H,4,14,0,13,6,0,1,H,2,Leicester,4.5,3.5,1.75,R East,5.5,3.75,1.73,5.0,3.6,1.73
5,8,0,5,2,2,Sunderland,6.5,3.6,1.57,6.0,3.9,1.6,27/08/16,E0,1,1,D,5,15,0,16,7,0,0,D,2,Southampton,5.1,3.6,1.65,L Mason,6.5,4.0,1.62,6.0,3.6,1.62
5,17,0,13,3,5,Liverpool,3.0,3.4,2.38,2.9,3.5,2.4,27/08/16,E0,1,1,D,5,11,0,11,4,1,0,A,3,Tottenham,2.75,3.3,2.4,R Madley,3.1,3.5,2.4,2.9,3.4,2.38
2,15,0,10,7,1,Arsenal,1.73,3.75,5.0,1.72,3.75,5.0,27/08/16,E0,3,1,A,3,18,0,14,6,3,0,A,6,Watford,1.75,3.5,4.5,K Friend,1.73,3.9,5.25,1.73,3.75,4.6
4,10,0,9,2,3,West Ham,11.0,6.0,1.25,10.0,6.0,1.28,28/08/16,E0,1,3,H,5,5,0,22,5,0,2,H,1,Man City,10.3,5.5,1.25,A Marriner,11.0,6.0,1.3,9.5,5.5,1.3
4,11,0,7,2,3,Middlesbrough,2.9,3.1,2.6,3.1,3.1,2.5,28/08/16,E0,0,0,D,5,12,0,13,2,0,0,D,1,West Brom,2.75,3.2,2.5,A Taylor,3.2,3.0,2.63,3.0,2.9,2.6
1,8,0,11,5,5,Southampton,6.5,4.2,1.57,6.0,4.2,1.55,10/09/16,E0,1,2,H,6,10,0,17,2,1,1,D,2,Arsenal,5.6,3.9,1.55,R Madley,6.5,4.33,1.57,6.5,3.5,1.62
5,11,0,12,2,3,West Brom,4.33,3.25,2.05,4.0,3.3,2.0,10/09/16,E0,0,1,H,10,9,0,12,5,0,0,D,1,Bournemouth,3.4,3.2,2.1,K Friend,4.33,3.25,2.05,4.0,3.0,2.1
9,3,0,11,3,0,Hull,3.4,3.1,2.45,3.2,3.1,2.4,10/09/16,E0,1,1,D,5,13,0,13,2,0,0,D,2,Burnley,2.75,3.2,2.5,P Tierney,3.4,3.2,2.4,3.3,3.1,2.3
7,8,0,12,3,2,Leicester,5.5,4.0,1.7,5.5,4.0,1.67,10/09/16,E0,1,4,H,1,4,0,17,11,1,2,H,1,Liverpool,5.4,3.7,1.6,C Pawson,5.5,4.1,1.67,5.5,3.75,1.7
4,10,0,18,6,2,Man City,3.4,3.25,2.38,3.5,3.3,2.3,10/09/16,E0,2,1,A,4,15,0,14,3,2,1,A,4,Man United,2.85,3.2,2.4,M Clattenburg,3.4,3.3,2.3,3.4,3.2,2.38
6,9,0,12,4,2,Crystal Palace,3.6,3.2,2.3,3.5,3.2,2.2,10/09/16,E0,2,1,A,6,5,0,12,4,1,1,D,1,Middlesbrough,3.2,3.2,2.2,N Swarbrick,3.7,3.13,2.3,3.2,3.1,2.38
8,18,0,20,8,2,Tottenham,1.85,3.75,4.6,1.8,3.6,4.6,10/09/16,E0,4,0,A,10,13,0,15,2,1,0,A,3,Stoke,1.85,3.45,4.0,A Taylor,1.87,3.6,4.75,1.85,3.2,4.8
4,15,0,13,8,2,Watford,4.5,3.6,1.91,4.5,3.5,1.83,10/09/16,E0,4,2,A,4,10,0,19,4,2,2,D,2,West Ham,4.2,3.5,1.8,M Atkinson,4.5,3.5,1.93,4.5,3.2,1.91
11,8,0,28,7,4,Chelsea,1.67,4.0,5.75,1.65,4.0,5.75,11/09/16,E0,2,2,D,1,17,0,6,2,1,0,A,3,Swansea,1.65,3.6,5.1,A Marriner,1.65,4.0,5.75,1.62,3.6,6.0
4,8,0,20,9,1,Everton,2.1,3.5,3.8,2.1,3.5,3.8,12/09/16,E0,3,0,A,5,11,0,11,2,0,0,D,1,Sunderland,2.1,3.3,3.3,M Jones,2.15,3.4,3.7,2.1,3.2,3.75
4,13,0,13,5,1,Liverpool,3.4,3.5,2.25,3.3,3.5,2.25,16/09/16,E0,2,1,A,6,6,0,12,4,2,0,A,1,Chelsea,3.15,3.3,2.3,M Atkinson,3.3,3.5,2.3,3.4,3.4,2.3
3,15,0,7,0,1,Middlesbrough,6.0,3.8,1.67,5.5,3.8,1.65,17/09/16,E0,1,3,H,6,5,0,11,6,1,3,H,2,Everton,5.0,3.7,1.7,L Mason,6.0,4.0,1.65,6.0,3.2,1.7
4,12,0,24,9,2,Arsenal,1.6,4.2,6.0,1.57,4.0,6.0,17/09/16,E0,4,1,A,2,9,1,6,2,1,0,A,0,Hull,1.6,4.0,5.5,R East,1.6,4.1,6.5,1.62,3.6,6.0
1,9,0,7,2,1,Burnley,8.0,4.33,1.5,6.5,4.1,1.53,17/09/16,E0,0,3,H,7,10,0,14,6,0,1,H,0,Leicester,5.5,4.0,1.6,A Taylor,8.5,4.6,1.45,8.0,3.75,1.5
5,11,0,6,2,1,Bournemouth,12.0,6.0,1.29,10.0,6.25,1.26,17/09/16,E0,0,4,H,5,8,1,20,12,0,2,H,1,Man City,11.0,6.0,1.25,J Moss,12.0,6.25,1.29,12.0,5.0,1.29
6,6,0,23,5,1,West Ham,2.8,3.2,2.8,2.75,3.1,2.75,17/09/16,E0,2,4,H,2,14,0,8,6,0,3,H,2,West Brom,2.75,3.25,2.6,M Clattenburg,2.8,3.2,2.8,2.7,3.1,2.7
5,9,0,11,4,1,Stoke,4.2,3.5,2.0,3.9,3.4,2.0,18/09/16,E0,1,4,H,10,15,0,14,8,0,2,H,2,Crystal Palace,3.5,3.4,2.1,C Pawson,4.0,3.4,2.05,4.0,3.1,2.05
1,9,0,9,3,1,Swansea,5.75,3.8,1.7,5.25,3.6,1.65,18/09/16,E0,0,1,H,7,14,0,19,6,0,0,D,1,Southampton,5.0,3.7,1.7,M Jones,5.5,3.8,1.7,5.5,3.4,1.7
1,16,1,6,2,5,Sunderland,11.0,5.5,1.33,9.25,5.5,1.28,18/09/16,E0,0,1,H,14,7,0,31,9,0,0,D,1,Tottenham,8.0,5.3,1.35,M Dean,10.0,5.5,1.33,12.0,4.33,1.33
7,19,0,15,2,4,Man United,1.62,4.2,6.0,1.62,4.0,5.5,18/09/16,E0,1,3,H,5,14,0,10,5,0,1,H,3,Watford,1.6,4.0,5.5,M Oliver,1.62,4.1,6.0,1.62,3.6,6.0
1,11,0,9,2,2,Chelsea,3.1,3.5,2.4,3.1,3.4,2.4,24/09/16,E0,0,3,H,9,9,0,14,5,0,3,H,0,Arsenal,3.05,3.3,2.35,M Oliver,3.13,3.6,2.38,3.2,3.2,2.4
3,14,0,13,2,2,Everton,2.15,3.5,3.6,2.1,3.4,3.6,24/09/16,E0,0,1,H,5,10,0,12,1,0,1,H,2,Bournemouth,2.1,3.4,3.5,R Madley,2.15,3.5,3.6,2.15,3.4,3.6
2,8,1,2,1,2,Hull,15.0,7.0,1.22,13.0,6.5,1.22,24/09/16,E0,1,5,H,13,8,0,32,12,0,3,H,1,Liverpool,11.0,6.0,1.25,A Marriner,15.0,7.0,1.22,13.0,6.0,1.25
6,12,0,10,3,2,Leicester,5.25,3.9,1.73,5.5,4.0,1.67,24/09/16,E0,1,4,H,8,9,0,16,7,0,4,H,0,Man United,5.3,3.8,1.65,M Dean,5.25,3.9,1.73,5.5,3.75,1.7
10,9,0,19,5,1,Tottenham,2.1,3.5,3.75,2.0,3.5,3.75,24/09/16,E0,2,1,A,2,14,0,6,2,2,0,A,2,Middlesbrough,1.9,3.5,4.1,G Scott,2.15,3.4,3.8,2.0,3.4,4.0
6,13,0,9,3,4,West Brom,3.3,3.3,2.38,3.3,3.2,2.3,24/09/16,E0,1,1,D,6,9,0,12,2,0,0,D,3,Stoke,3.15,3.3,2.3,M Atkinson,3.4,3.2,2.4,3.3,3.3,2.3
5,12,0,20,4,2,Crystal Palace,2.7,3.25,2.88,2.6,3.2,2.8,24/09/16,E0,3,2,A,3,15,0,11,4,0,1,H,0,Sunderland,2.6,3.3,2.7,A Taylor,2.7,3.3,2.88,2.7,3.2,2.8
7,9,0,18,4,4,Man City,1.36,5.5,9.0,1.4,5.0,7.5,24/09/16,E0,3,1,A,2,15,0,13,5,1,1,D,2,Swansea,1.4,4.8,7.5,N Swarbrick,1.36,5.4,9.5,1.4,4.5,9.0
2,14,0,18,9,2,Southampton,2.75,3.3,2.8,2.7,3.3,2.8,25/09/16,E0,3,0,A,6,9,0,13,1,1,0,A,5,West Ham,2.6,3.3,2.7,J Moss,2.63,3.4,2.8,2.7,3.2,2.8
6,15,0,12,3,3,Watford,2.7,3.2,2.9,2.65,3.2,2.9,26/09/16,E0,0,2,H,7,11,0,13,4,0,1,H,1,Burnley,2.65,3.3,2.65,M Jones,2.6,3.2,3.0,2.7,3.25,2.75
9,11,0,10,2,4,Crystal Palace,5.0,4.0,1.73,5.0,3.75,1.72,30/09/16,E0,1,1,D,10,16,0,13,3,0,1,H,5,Everton,4.8,3.6,1.75,J Moss,5.0,3.9,1.75,5.0,3.8,1.75
7,15,0,22,9,2,Chelsea,1.5,4.5,7.5,1.45,4.5,7.0,01/10/16,E0,2,0,A,5,13,0,8,3,0,0,D,2,Hull,1.5,4.2,6.5,A Taylor,1.5,4.6,7.5,1.5,4.33,7.0
5,13,0,17,7,3,West Brom,3.2,3.25,2.5,3.1,3.1,2.45,01/10/16,E0,1,1,D,6,7,0,7,2,1,0,A,1,Sunderland,2.85,3.3,2.5,S Attwell,3.25,3.25,2.45,3.2,3.1,2.5
10,9,0,18,6,2,Liverpool,1.45,4.75,8.0,1.45,4.5,7.0,01/10/16,E0,2,1,A,3,11,0,8,3,0,1,H,2,Swansea,1.45,4.5,7.0,M Oliver,1.44,4.8,8.0,1.44,4.5,8.0
5,12,0,11,2,4,Bournemouth,3.3,3.3,2.38,3.25,3.25,2.3,01/10/16,E0,2,2,D,4,17,0,17,7,1,0,A,3,Watford,3.5,3.15,2.2,M Dean,3.25,3.4,2.38,3.2,3.2,2.4
5,12,0,9,3,3,Middlesbrough,3.5,3.4,2.25,3.6,3.4,2.1,01/10/16,E0,1,1,D,4,13,0,19,2,0,0,D,2,West Ham,3.5,3.4,2.1,N Swarbrick,3.6,3.4,2.2,3.3,3.3,2.3
6,3,0,18,3,0,Arsenal,1.4,5.0,9.0,1.36,5.0,8.5,02/10/16,E0,1,0,A,2,2,0,10,1,0,0,D,0,Burnley,1.4,4.8,7.5,C Pawson,1.36,5.0,10.0,1.4,4.5,9.5
6,9,0,11,5,0,Southampton,3.5,3.4,2.25,3.4,3.3,2.2,02/10/16,E0,0,0,D,3,9,0,9,1,0,0,D,1,Leicester,3.5,3.4,2.1,M Atkinson,3.6,3.4,2.2,3.5,3.25,2.25
2,9,0,7,6,0,Stoke,10.0,5.75,1.33,10.0,5.5,1.3,02/10/16,E0,1,1,D,13,14,0,24,9,0,0,D,3,Man United,8.2,5.5,1.33,R Madley,11.0,5.5,1.33,11.0,5.0,1.33
3,10,0,12,6,2,Man City,2.5,3.5,3.0,2.35,3.4,3.0,02/10/16,E0,0,2,H,4,20,0,13,7,0,2,H,2,Tottenham,2.2,3.3,3.35,A Marriner,2.5,3.5,2.9,2.4,3.4,3.0
6,10,0,13,6,1,Swansea,11.0,6.5,1.29,10.0,6.25,1.26,15/10/16,E0,2,3,H,5,7,1,16,6,1,2,H,0,Arsenal,11.0,6.0,1.25,J Moss,12.0,6.0,1.29,12.0,5.5,1.29
4,14,0,11,4,3,Hull,5.0,3.5,1.85,4.75,3.5,1.8,15/10/16,E0,1,6,H,5,8,0,22,10,1,3,H,0,Bournemouth,4.3,3.5,1.85,L Mason,5.0,3.6,1.83,4.8,3.4,1.85
5,12,0,5,0,1,Leicester,6.0,4.5,1.57,6.25,4.33,1.57,15/10/16,E0,0,3,H,8,6,0,16,6,0,2,H,1,Chelsea,5.7,3.9,1.6,A Marriner,6.25,4.2,1.6,6.5,3.8,1.6
6,13,1,12,4,3,West Ham,3.6,3.5,2.15,3.75,3.5,2.0,15/10/16,E0,1,0,A,7,12,0,12,3,1,0,A,1,Crystal Palace,3.3,3.35,2.2,M Atkinson,3.7,3.6,2.1,3.75,3.1,2.2
1,9,0,3,2,2,Everton,7.0,4.75,1.5,6.25,4.75,1.48,15/10/16,E0,1,1,D,13,7,0,19,8,0,0,D,0,Man City,7.2,4.4,1.45,M Oliver,6.5,4.8,1.5,7.0,4.33,1.5
4,13,0,11,1,1,Sunderland,4.0,3.6,2.0,4.0,3.5,1.95,15/10/16,E0,0,2,H,6,10,0,18,6,0,2,H,1,Stoke,3.5,3.4,2.1,M Jones,4.3,3.6,1.95,4.0,3.3,2.05
8,10,0,20,8,2,Tottenham,1.73,3.8,5.5,1.67,3.8,5.25,15/10/16,E0,1,1,D,5,14,0,8,4,0,0,D,2,West Brom,1.75,3.6,4.8,K Friend,1.73,3.75,5.5,1.75,3.4,5.5
6,10,0,4,2,1,Watford,3.6,3.3,2.25,3.6,3.1,2.2,16/10/16,E0,1,0,A,4,15,0,10,3,0,0,D,4,Middlesbrough,3.15,3.3,2.3,R East,3.6,3.2,2.3,3.6,3.1,2.3
4,10,0,6,1,2,Burnley,9.5,4.8,1.4,9.0,4.5,1.4,16/10/16,E0,1,3,H,8,11,0,34,14,0,0,D,1,Southampton,7.5,4.8,1.4,M Dean,10.5,4.8,1.36,10.0,4.5,1.4
1,20,0,7,1,4,Man United,3.5,3.5,2.2,3.6,3.5,2.15,17/10/16,E0,0,0,D,3,14,0,9,3,0,0,D,0,Liverpool,3.5,3.4,2.1,A Taylor,3.5,3.5,2.15,3.6,3.1,2.25
