GameNumber,HomeTeam,AwayTeam,Home_Past3_Form,Home_Past5_Form,Home_Streak,Home_Current_Standing,Home_Past_Standing,Home_Goals_Per_Game,Home_Shots_Per_Game,Home_SOT_Per_Game,Home_Corners_Per_Game,Home_Fouls_Per_Game,Home_Reds_Last2,Home_Yellows_Last2,Away_Past3_Form,Away_Past5_Form,Away_Streak,Away_Current_Standing,Away_Past_Standing,Away_Goals_Per_Game,Away_Shots_Per_Game,Away_SOT_Per_Game,Away_Corners_Per_Game,Away_Fouls_Per_Game,Away_Reds_Last2,Away_Yellows_Last2,Home_H2H_Past3,Home_H2H_Past5,Away_H2H_Past3,Away_H2H_Past5,Home_Goals,Away_Goals,Match_Result
2534,Leicester,West Brom,-1,-1,0,7,5,1.59,11.47,4.43,4.73,9.51,0,3,-1,0,0,27,13,0.8,8.0,2.2,5.6,13.0,0,7,3,2,-3,-2,1,1,0
2535,West Ham,Brighton,0,-1,0,8,6,1.42,10.98,3.98,4.62,9.04,1,5,0,-1,0,9,16,1.06,11.75,3.61,5.04,10.92,0,6,-1,-1,1,1,0,3,-1
2536,Chelsea,Watford,-1,0,-2,4,4,1.96,15.38,5.42,5.92,10.69,0,1,2,1,1,15,15,1.04,10.58,3.46,4.29,11.65,0,1,3,2,-3,-2,4,2,1
2537,Huddersfield,Man United,-2,-2,-2,22,13,0.43,10.21,3.0,4.29,10.79,0,6,2,4,0,6,2,1.62,13.51,5.09,5.55,10.81,0,2,-1,-1,1,1,2,1,1
2538,Man City,Burnley,3,5,5,1,1,2.85,19.54,7.17,8.19,8.27,0,2,0,-1,0,17,17,0.92,10.55,3.12,4.59,10.29,0,5,3,5,-3,-5,3,0,1
2539,Newcastle,Crystal Palace,0,0,0,10,12,1.06,11.87,3.85,4.69,10.77,0,3,-1,-3,1,12,14,1.1,10.73,3.51,4.53,10.88,0,2,1,1,-1,-1,1,0,1
2540,Southampton,West Brom,-2,-1,0,14,15,1.08,12.98,4.38,5.94,10.87,0,3,-1,-1,0,25,13,0.83,7.5,2.0,4.83,11.83,0,5,1,2,-1,-2,1,0,1
2541,Stoke,Bournemouth,-1,-2,-1,26,11,1.17,12.5,3.17,3.5,8.33,0,2,-2,-2,-1,21,13,1.23,11.77,3.77,5.54,8.31,0,4,-1,-1,1,1,1,2,-1
2542,Swansea,Leicester,-1,0,1,27,17,0.83,6.67,1.83,2.67,10.17,0,3,-1,-2,0,7,5,1.58,11.46,4.4,4.71,9.58,0,2,0,0,0,0,1,2,-1
2543,Everton,Arsenal,0,-1,0,13,10,1.16,11.8,3.86,4.33,10.1,0,4,0,-2,-1,5,8,1.61,14.86,4.98,5.45,10.1,0,1,-1,1,1,-1,2,5,-1
2544,Tottenham,Liverpool,3,3,3,3,7,1.81,13.79,5.38,5.43,10.79,0,2,1,3,0,2,3,2.35,18.98,6.84,7.12,9.55,0,3,-1,-3,1,3,4,1,1
2545,Arsenal,Swansea,1,0,1,5,8,1.67,15.15,5.15,5.48,10.17,0,1,-1,-2,-1,27,17,0.86,8.43,2.14,3.29,9.57,0,1,-3,-3,3,3,2,1,1
2546,Bournemouth,Chelsea,0,0,1,21,13,1.29,11.43,3.71,5.36,8.43,0,4,-1,0,1,4,4,2.0,15.36,5.47,5.92,10.74,0,3,-1,0,1,0,0,1,-1
2547,Crystal Palace,West Ham,-1,-3,-1,12,14,1.08,10.71,3.44,4.54,10.94,0,4,0,-1,-1,9,6,1.39,11.07,3.94,4.72,8.96,1,3,-2,-1,2,1,2,2,0
2548,Liverpool,Huddersfield,0,1,-1,2,3,2.33,18.85,6.85,7.08,9.52,0,1,-1,-1,1,22,13,0.53,9.87,3.0,4.27,10.73,0,9,1,1,-1,-1,3,0,1
2549,Man United,Tottenham,0,2,-1,6,2,1.61,13.43,5.06,5.57,10.83,0,4,3,4,4,3,7,1.85,13.8,5.39,5.39,10.63,0,1,1,1,-1,-1,1,0,1
2550,Watford,Stoke,0,0,-1,15,15,1.06,10.68,3.49,4.32,11.74,0,4,-1,-3,-2,26,11,1.14,12.14,3.0,4.14,9.57,0,1,-1,-1,1,1,0,1,-1
2551,West Brom,Man City,-1,-2,-1,26,13,0.71,7.43,2.0,4.57,11.29,0,3,3,5,6,1,1,2.85,19.45,7.23,8.11,8.3,0,2,-2,-4,2,4,2,3,-1
2552,Brighton,Southampton,2,1,1,8,16,1.1,11.65,3.63,5.0,10.96,0,4,0,0,1,14,15,1.08,13.11,4.42,5.98,10.85,0,1,0,0,0,0,1,1,0
2553,Leicester,Everton,1,0,1,7,5,1.58,11.45,4.43,4.74,9.57,0,3,0,-2,-1,13,10,1.17,11.73,3.85,4.25,10.17,1,2,-1,-1,1,1,2,0,1
2554,Burnley,Newcastle,-1,-1,-1,17,17,0.9,10.46,3.06,4.6,10.21,0,5,0,2,1,10,12,1.06,11.77,3.83,4.66,10.79,0,6,-3,-5,3,5,1,0,1
2555,Arsenal,Tottenham,1,2,2,5,8,1.68,15.19,5.15,5.47,10.15,0,1,1,3,-1,3,7,1.82,13.78,5.36,5.35,10.69,0,0,1,0,-1,0,2,0,1
2556,Bournemouth,Huddersfield,-1,-2,-1,21,13,1.2,11.13,3.53,5.33,8.2,0,3,-1,-2,-1,22,13,0.5,9.31,2.81,4.12,10.56,0,5,0,0,0,0,4,0,1
2557,Burnley,Swansea,0,0,1,15,17,0.91,10.49,3.09,4.6,10.19,0,6,-1,-3,-2,27,17,0.88,7.88,2.12,3.12,9.5,0,0,-2,-2,2,2,2,0,1
2558,Crystal Palace,Everton,0,-2,0,12,14,1.09,10.87,3.55,4.66,11.08,0,3,-2,-2,-2,13,10,1.15,11.81,3.81,4.36,10.17,1,3,-1,-2,1,2,2,2,0
2559,Leicester,Man City,2,1,2,7,5,1.59,11.41,4.41,4.7,9.5,0,1,3,5,7,1,1,2.85,19.37,7.19,8.0,8.28,0,5,-3,-3,3,3,0,2,-1
2560,Liverpool,Southampton,0,1,1,2,3,2.34,18.79,6.87,7.11,9.53,0,1,1,-1,0,14,15,1.07,12.98,4.35,6.0,10.83,0,1,3,3,-3,-3,3,0,1
2561,Man United,Newcastle,0,2,1,6,2,1.6,13.38,5.02,5.58,10.85,0,3,0,0,-1,10,12,1.04,11.78,3.85,4.63,10.78,0,4,2,4,-2,-4,4,1,1
2562,West Brom,Chelsea,-2,-3,-2,26,13,0.88,7.25,2.25,4.12,11.12,0,3,1,1,2,4,4,1.98,15.41,5.46,5.91,10.63,0,2,0,-2,0,2,0,4,-1
2563,Watford,West Ham,-1,0,-2,16,15,1.04,10.72,3.43,4.39,11.7,0,7,-1,-1,0,9,6,1.4,10.98,3.91,4.67,9.07,0,3,-3,-3,3,3,2,0,1
2564,Brighton,Stoke,1,1,0,8,16,1.09,11.57,3.6,4.94,10.92,0,3,-1,-1,1,23,11,1.12,11.38,2.88,3.75,9.5,0,4,0,0,0,0,2,2,0
2565,West Ham,Leicester,-2,-1,-1,9,6,1.38,10.96,3.95,4.61,9.09,0,6,1,1,-1,7,5,1.56,11.24,4.33,4.64,9.47,0,1,1,3,-1,-3,1,1,0
2566,Crystal Palace,Stoke,-1,-1,0,11,14,1.11,10.96,3.61,4.74,11.04,0,3,0,0,0,23,11,1.22,11.56,3.22,4.11,9.0,0,4,1,1,-1,-1,2,1,1
2567,Liverpool,Chelsea,1,2,2,2,3,2.35,18.83,6.89,7.17,9.63,0,1,3,1,3,3,4,2.02,15.33,5.49,5.87,10.65,0,3,0,0,0,0,1,1,0
2568,Man United,Brighton,1,2,2,6,2,1.64,13.43,5.05,5.68,10.84,0,2,1,2,0,8,16,1.11,11.52,3.59,4.96,10.96,0,4,-1,1,1,-1,1,0,1
2569,Newcastle,Watford,-1,-2,-2,10,12,1.04,11.78,3.87,4.62,10.75,0,1,-1,0,1,16,15,1.05,10.84,3.49,4.36,11.73,0,5,0,0,0,0,0,3,-1
2570,Swansea,Bournemouth,-3,-3,-3,27,17,0.78,8.44,2.0,3.44,9.78,0,1,1,0,1,21,13,1.38,11.12,3.62,5.5,8.5,1,5,-2,-2,2,2,0,0,0
2571,Tottenham,West Brom,-1,1,-2,4,7,1.79,13.79,5.34,5.32,10.79,0,1,-3,-3,-3,27,13,0.78,7.22,2.22,4.0,11.33,0,4,1,1,-1,-1,1,1,0
2572,Burnley,Arsenal,1,1,2,16,17,0.93,10.59,3.17,4.67,10.22,0,4,3,3,3,5,8,1.69,15.17,5.15,5.5,10.17,0,4,-1,0,1,0,0,1,-1
2573,Huddersfield,Man City,-1,-3,-2,22,13,0.47,9.94,2.82,4.53,10.53,0,3,3,5,8,1,1,2.84,19.24,7.13,7.98,8.31,0,4,-1,-1,1,1,1,2,-1
2574,Southampton,Everton,0,-1,-1,14,15,1.05,12.84,4.27,5.93,10.8,0,2,-2,-1,0,13,10,1.17,11.74,3.83,4.35,10.46,0,5,-1,-1,1,1,4,1,1
2575,Brighton,Crystal Palace,-1,0,-1,8,16,1.09,11.45,3.56,4.87,10.93,0,3,1,1,1,11,14,1.13,10.95,3.64,4.75,11.0,0,3,-1,-1,1,1,0,0,0
2576,Leicester,Tottenham,0,1,0,7,5,1.55,11.16,4.29,4.64,9.52,0,2,-2,0,0,4,7,1.77,13.96,5.33,5.37,10.77,0,2,-3,-1,3,1,2,1,1
2577,Watford,Man United,1,1,2,15,15,1.09,10.86,3.5,4.34,11.75,0,3,3,2,3,6,2,1.63,13.46,5.04,5.67,10.81,0,1,0,0,0,0,2,4,-1
2578,West Brom,Newcastle,-2,-3,0,25,13,0.8,7.0,2.2,3.6,11.5,0,6,-3,-2,-3,10,12,1.02,11.79,3.84,4.64,10.7,0,2,-2,-3,2,3,2,2,0
2579,Arsenal,Huddersfield,3,3,4,5,8,1.67,15.2,5.09,5.49,10.24,0,4,-3,-3,-3,22,13,0.5,9.61,2.67,4.44,10.5,1,4,1,1,-1,-1,5,0,1
2580,Bournemouth,Burnley,0,0,0,21,13,1.29,11.0,3.71,5.47,8.35,1,5,1,0,-1,16,17,0.91,10.55,3.15,4.67,10.18,0,3,-3,-3,3,3,1,2,-1
2581,Chelsea,Swansea,2,2,0,3,4,2.0,15.25,5.45,5.91,10.59,0,3,-2,-2,0,26,17,0.7,8.6,1.9,3.5,10.6,0,5,-1,-1,1,1,1,0,1
2582,Everton,West Ham,-2,-3,-1,13,10,1.16,11.62,3.8,4.31,10.51,0,3,-1,-2,0,9,6,1.37,10.91,3.95,4.61,9.09,0,5,-3,-3,3,3,4,0,1
2583,Man City,Southampton,3,5,9,1,1,2.82,19.14,7.09,7.96,8.34,0,4,0,1,1,14,15,1.11,12.91,4.29,5.95,10.71,0,1,1,3,-1,-3,2,1,1
2584,Stoke,Liverpool,0,-2,-1,23,11,1.2,11.3,3.2,3.9,8.6,0,1,2,1,0,2,3,2.33,18.78,6.84,7.16,9.64,0,1,-3,-4,3,4,0,3,-1
2585,Liverpool,West Brom,2,2,1,2,3,2.34,18.7,6.84,7.2,9.64,0,5,-1,-3,0,24,13,0.91,7.09,2.36,3.36,11.64,0,4,2,1,-2,-1,0,0,0
2586,Man United,Bournemouth,3,3,4,6,2,1.67,13.48,5.07,5.66,10.79,0,1,0,0,-1,21,13,1.28,10.94,3.61,5.39,8.39,0,2,0,-1,0,1,1,0,1
2587,Newcastle,Everton,-2,-2,0,10,12,1.04,11.82,3.84,4.67,10.72,0,1,0,-2,1,12,10,1.21,11.55,3.82,4.27,10.61,0,2,1,2,-1,-2,0,1,-1
2588,Southampton,Leicester,-1,0,-1,14,15,1.11,12.81,4.25,5.93,10.72,0,1,0,2,1,7,5,1.56,11.09,4.28,4.63,9.47,0,2,-2,-3,2,3,1,4,-1
2589,Swansea,Man City,-2,-4,-1,26,17,0.64,8.0,1.73,3.27,10.27,0,4,3,5,10,1,1,2.81,19.26,7.18,7.93,8.4,0,4,-3,-4,3,4,0,4,-1
2590,Tottenham,Brighton,-2,-2,-1,5,7,1.76,14.03,5.34,5.43,10.76,0,3,-1,0,0,8,16,1.07,11.43,3.57,4.96,10.96,0,4,1,1,-1,-1,2,0,1
2591,West Ham,Arsenal,-2,-3,-1,9,6,1.34,10.84,3.93,4.64,9.03,0,2,3,5,5,5,8,1.73,15.3,5.12,5.52,10.23,0,0,-3,-4,3,4,0,0,0
2592,Arsenal,Newcastle,2,4,0,5,8,1.7,15.42,5.09,5.54,10.21,0,0,-2,-4,-1,10,12,1.02,11.9,3.84,4.66,10.71,1,1,1,3,-1,-3,1,0,1
2593,Brighton,Burnley,-2,-2,-1,8,16,1.05,11.35,3.58,4.91,10.95,0,3,1,1,1,15,17,0.93,10.54,3.16,4.7,10.2,0,3,0,0,0,0,0,0,0
2594,Chelsea,Southampton,2,4,1,3,4,1.98,15.35,5.53,6.07,10.58,0,1,-1,-2,-2,14,15,1.1,12.79,4.24,5.98,10.76,0,2,2,1,-2,-1,1,0,1
2595,Leicester,Crystal Palace,2,2,2,7,5,1.6,11.17,4.4,4.71,9.47,0,1,1,0,0,12,14,1.11,10.93,3.64,4.75,10.95,0,1,2,3,-2,-3,0,3,-1
2596,Man City,Tottenham,3,5,11,1,1,2.83,19.33,7.22,7.88,8.36,0,1,0,-2,1,5,7,1.76,14.22,5.39,5.51,10.66,0,3,-1,-1,1,1,4,1,1
2597,Stoke,West Ham,-2,-2,-2,23,11,1.09,11.18,3.0,4.0,8.55,0,2,-1,-2,0,9,6,1.32,10.76,3.86,4.58,9.03,0,2,0,-1,0,1,0,3,-1
2598,Watford,Huddersfield,1,-1,-1,16,15,1.11,10.88,3.49,4.35,11.75,0,4,-3,-3,-4,22,13,0.47,9.47,2.63,4.32,10.58,1,3,1,1,-1,-1,1,4,-1
2599,Bournemouth,Liverpool,-2,-2,-2,21,13,1.21,11.11,3.79,5.58,8.58,0,2,1,3,0,2,3,2.3,18.61,6.81,7.16,9.75,0,6,-2,-1,2,1,0,4,-1
2600,West Brom,Man United,0,-2,0,24,13,0.83,7.0,2.25,3.67,11.17,0,0,3,5,5,6,2,1.66,13.41,5.02,5.63,10.85,0,2,-1,-1,1,1,1,2,-1
2601,Everton,Swansea,1,0,2,12,10,1.21,11.47,3.82,4.21,10.61,0,4,-2,-4,-2,26,17,0.58,7.92,1.83,3.17,10.42,0,0,-1,-1,1,1,3,1,1
2602,Arsenal,Liverpool,2,4,1,4,8,1.69,15.55,5.09,5.57,10.26,0,2,2,3,1,2,3,2.33,18.66,6.81,7.09,9.76,0,2,-3,-5,3,5,3,3,0
2603,Brighton,Watford,-1,-2,0,9,16,1.03,11.36,3.55,4.97,10.98,0,5,-1,-1,-2,16,15,1.1,10.91,3.48,4.41,11.76,1,4,2,3,-2,-3,1,0,1
2604,Burnley,Tottenham,0,2,0,15,17,0.91,10.54,3.21,4.65,10.25,0,3,-1,-2,-1,5,7,1.75,14.1,5.33,5.43,10.82,0,5,0,-2,0,2,0,3,-1
2605,Everton,Chelsea,3,2,3,10,10,1.24,11.48,3.88,4.24,10.64,0,4,2,4,2,3,4,1.97,15.5,5.57,6.1,10.53,0,2,0,0,0,0,0,0,0
2606,Leicester,Man United,1,0,-1,7,5,1.58,11.17,4.36,4.73,9.51,1,2,3,5,6,6,2,1.67,13.32,4.98,5.58,10.78,0,4,0,1,0,-1,2,2,0
2607,Man City,Bournemouth,3,5,12,1,1,2.85,19.34,7.29,7.83,8.44,0,2,-3,-2,-3,21,13,1.15,10.85,3.7,5.4,8.4,0,3,3,4,-3,-4,4,0,1
2608,Southampton,Huddersfield,-3,-3,-3,14,15,1.08,12.68,4.2,5.95,10.85,0,4,-1,-3,1,22,13,0.65,9.75,2.95,4.45,10.9,1,2,0,0,0,0,1,1,0
2609,Stoke,West Brom,-3,-2,-3,23,11,1.0,11.67,2.75,4.25,8.83,0,3,-1,-2,-1,24,13,0.85,7.38,2.46,3.85,11.38,0,1,-2,0,2,0,3,1,1
2610,Swansea,Crystal Palace,-3,-4,-3,26,17,0.62,7.92,1.92,3.15,10.54,0,3,2,2,1,11,14,1.14,10.96,3.68,4.74,10.98,0,2,2,2,-2,-2,1,1,0
2611,West Ham,Newcastle,0,-1,1,9,6,1.35,10.82,3.92,4.65,9.1,0,2,-2,-4,-2,12,12,1.0,11.86,3.81,4.66,10.68,1,2,0,-2,0,2,2,3,-1
2612,Bournemouth,West Ham,-3,-4,-4,21,13,1.1,10.57,3.57,5.43,8.33,0,2,0,-1,-1,9,6,1.36,10.95,3.95,4.67,9.1,0,2,0,0,0,0,3,3,0
2613,Chelsea,Brighton,2,3,0,3,4,1.93,15.66,5.61,6.12,10.42,0,1,0,-1,1,8,16,1.03,11.41,3.54,4.98,10.93,0,4,0,1,0,-1,2,0,1
2614,Huddersfield,Stoke,0,-2,0,22,13,0.67,9.76,2.95,4.29,10.81,1,2,-1,-2,1,23,11,1.15,11.46,2.92,4.0,8.85,0,3,0,0,0,0,1,1,0
2615,Liverpool,Swansea,1,2,0,2,3,2.34,18.58,6.85,7.1,9.78,0,1,-2,-3,0,25,17,0.64,7.86,1.93,3.36,10.71,0,5,0,0,0,0,5,0,1
2616,Man United,Burnley,2,4,0,6,2,1.67,13.41,5.0,5.59,10.74,0,5,0,0,-1,15,17,0.9,10.45,3.19,4.64,10.24,0,3,2,2,-2,-2,2,2,0
2617,Tottenham,Southampton,1,0,1,4,7,1.77,14.16,5.38,5.41,10.8,0,6,-2,-2,0,13,15,1.08,12.67,4.23,6.0,10.93,0,5,0,0,0,0,5,2,1
2618,Watford,Leicester,-3,-1,-3,16,15,1.08,10.95,3.44,4.41,11.75,1,2,0,1,0,7,5,1.58,11.17,4.33,4.72,9.67,2,4,-3,-5,3,5,2,1,1
2619,West Brom,Everton,-2,-2,-2,24,13,0.86,8.07,2.79,4.36,11.36,0,1,2,2,0,11,10,1.22,11.37,3.81,4.2,10.59,0,5,-3,-3,3,3,0,0,0
2620,Newcastle,Man City,-1,-2,1,11,12,1.03,11.85,3.82,4.63,10.7,0,2,3,5,13,1,1,2.87,19.25,7.25,7.77,8.43,0,2,-3,-4,3,4,0,1,-1
2621,Crystal Palace,Arsenal,1,2,0,12,14,1.14,11.0,3.71,4.71,10.98,0,5,1,3,0,5,8,1.71,15.47,5.07,5.59,10.24,0,3,1,0,-1,0,2,3,-1
2622,Bournemouth,Everton,-2,-4,0,20,13,1.18,11.27,3.86,5.5,8.5,0,4,1,3,0,10,10,1.2,11.3,3.8,4.17,10.63,0,3,0,-1,0,1,2,1,1
2623,Chelsea,Stoke,2,3,1,3,4,1.93,15.82,5.65,6.23,10.38,0,0,0,-2,0,23,11,1.14,11.71,3.21,4.07,9.07,0,5,0,2,0,-2,5,0,1
2624,Huddersfield,Burnley,1,-1,0,22,13,0.68,10.14,3.18,4.45,10.73,0,3,-1,-1,0,15,17,0.92,10.32,3.17,4.59,10.31,0,8,0,0,0,0,0,0,0
2625,Liverpool,Leicester,2,3,1,2,3,2.38,18.63,6.88,7.05,9.7,0,0,-2,0,-1,7,5,1.57,11.16,4.34,4.77,9.72,1,5,1,1,-1,-1,2,1,1
2626,Man United,Southampton,1,3,0,6,2,1.68,13.56,5.02,5.69,10.73,0,5,-2,-4,-1,13,15,1.1,12.72,4.26,6.03,11.0,0,4,1,3,-1,-3,0,0,0
2627,Newcastle,Brighton,-1,-2,-1,11,12,1.02,11.75,3.79,4.61,10.7,0,2,0,-1,-1,8,16,1.02,11.35,3.5,4.92,10.88,0,1,-1,-2,1,2,0,0,0
2628,Watford,Swansea,-1,-1,1,16,15,1.1,10.95,3.4,4.47,11.67,0,3,-2,-4,-1,25,17,0.6,7.8,2.07,3.27,10.53,0,3,2,2,-2,-2,1,2,-1
2629,Crystal Palace,Man City,0,1,-1,12,14,1.15,11.08,3.68,4.71,11.0,0,3,3,5,14,1,1,2.84,19.3,7.23,7.77,8.39,0,0,0,-2,0,2,0,0,0
2630,West Brom,Arsenal,-2,-2,0,25,13,0.8,8.67,2.8,4.73,11.53,0,2,2,3,1,5,8,1.73,15.48,5.13,5.57,10.18,0,2,-3,-4,3,4,1,1,0
2631,Chelsea,Leicester,2,4,2,3,4,1.98,15.9,5.75,6.25,10.3,0,1,-2,-2,-2,7,5,1.56,11.1,4.29,4.71,9.61,0,5,2,1,-2,-1,0,0,0
2632,Crystal Palace,Burnley,-1,0,0,12,14,1.13,11.07,3.63,4.75,11.05,0,5,-1,0,0,15,17,0.9,10.33,3.18,4.58,10.37,0,8,-1,-1,1,1,1,0,1
2633,Huddersfield,West Ham,0,0,0,22,13,0.65,9.83,3.09,4.48,10.87,0,4,0,-1,0,9,6,1.39,10.94,3.97,4.66,9.18,0,5,-1,-1,1,1,1,4,-1
2634,Newcastle,Swansea,0,-2,0,11,12,1.0,11.74,3.76,4.58,10.71,0,3,0,-2,1,25,17,0.69,7.88,2.19,3.56,10.69,0,3,0,0,0,0,1,1,0
2635,Tottenham,Everton,1,1,2,5,7,1.82,14.19,5.4,5.37,10.76,0,2,-1,1,-1,12,10,1.2,11.21,3.75,4.16,10.67,0,0,1,0,-1,0,4,0,1
2636,Watford,Southampton,-1,-3,-1,16,15,1.1,10.92,3.41,4.41,11.7,0,7,-1,-3,0,13,15,1.08,12.65,4.24,6.05,11.03,0,6,-1,0,1,0,2,2,0
2637,West Brom,Brighton,-1,-2,0,25,13,0.81,9.0,2.81,4.75,11.69,0,5,0,-1,0,9,16,1.0,11.33,3.49,4.93,10.87,0,3,0,0,0,0,2,0,1
2638,Bournemouth,Arsenal,0,-2,1,20,13,1.22,11.61,4.0,5.43,8.48,0,3,1,2,0,5,8,1.72,15.46,5.11,5.57,10.16,0,4,-2,-3,2,3,2,1,1
2639,Liverpool,Man City,2,3,2,2,3,2.38,18.61,6.87,7.05,9.66,0,3,2,4,0,1,1,2.79,19.23,7.18,7.77,8.44,0,4,-1,0,1,0,4,3,1
2640,Man United,Stoke,0,2,0,6,2,1.65,13.59,4.98,5.76,10.75,0,5,0,-2,-1,24,11,1.07,11.0,3.07,3.8,9.13,0,5,1,2,-1,-2,3,0,1
2641,Arsenal,Crystal Palace,0,1,-1,5,8,1.71,15.4,5.08,5.56,10.16,0,5,0,1,1,10,14,1.13,11.16,3.61,4.72,11.13,0,5,0,1,0,-1,4,1,1
2642,Brighton,Chelsea,-2,-1,-1,9,16,0.98,11.35,3.45,4.95,10.94,0,2,2,3,0,3,4,1.95,15.92,5.77,6.24,10.35,0,3,-1,-2,1,2,0,4,-1
2643,Burnley,Man United,-1,-2,-1,15,17,0.89,10.3,3.16,4.54,10.36,0,4,1,2,1,6,2,1.67,13.69,5.05,5.77,10.8,0,4,-1,-3,1,3,0,1,-1
2644,Everton,West Brom,-2,-1,-2,12,10,1.18,11.15,3.69,4.15,10.74,0,2,1,-1,1,23,13,0.88,9.35,2.88,5.0,11.47,0,3,2,2,-2,-2,1,1,0
2645,Leicester,Watford,-2,-3,0,7,5,1.54,11.14,4.24,4.68,9.67,1,4,0,-2,0,16,15,1.11,11.0,3.42,4.42,11.69,0,4,1,3,-1,-3,2,0,1
2646,Man City,Newcastle,0,2,-1,1,1,2.79,19.1,7.13,7.75,8.41,0,7,-1,-1,0,11,12,1.0,11.75,3.76,4.57,10.71,0,2,3,5,-3,-5,3,1,1
2647,Stoke,Huddersfield,-2,-2,-2,24,11,1.0,11.0,3.19,3.62,9.19,0,2,-1,0,-1,22,13,0.67,9.75,3.04,4.58,10.71,0,3,0,0,0,0,2,0,1
2648,West Ham,Bournemouth,0,1,1,8,6,1.43,10.89,4.0,4.63,9.17,0,5,2,0,2,20,13,1.25,11.67,4.04,5.38,8.46,0,2,0,-1,0,1,1,1,0
2649,Southampton,Tottenham,-1,-2,0,13,15,1.1,12.6,4.24,6.02,11.06,0,9,3,3,3,5,7,1.86,14.29,5.48,5.33,10.76,0,0,0,-2,0,2,1,1,0
2650,Swansea,Liverpool,0,-1,0,25,17,0.71,7.88,2.35,3.65,10.65,0,5,3,4,3,2,3,2.4,18.56,6.87,7.02,9.66,0,5,-1,-1,1,1,1,0,1
2651,Huddersfield,Liverpool,-2,-2,-2,22,13,0.64,9.6,3.04,4.48,10.8,0,2,1,2,-1,2,3,2.37,18.6,6.83,7.05,9.65,0,4,-2,-2,2,2,0,3,-1
2652,Swansea,Arsenal,2,1,1,25,17,0.72,7.61,2.33,3.61,10.33,0,3,0,1,1,5,8,1.75,15.41,5.16,5.56,10.1,0,2,1,3,-1,-3,3,1,1
2653,West Ham,Crystal Palace,1,1,0,8,6,1.42,10.91,4.0,4.66,9.16,0,4,0,-1,-1,10,14,1.13,11.13,3.63,4.81,11.08,0,0,1,2,-1,-2,1,1,0
2654,Chelsea,Bournemouth,2,3,1,3,4,1.98,15.89,5.84,6.19,10.27,0,2,2,1,0,20,13,1.24,11.52,4.0,5.28,8.4,0,3,1,1,-1,-1,0,3,-1
2655,Everton,Leicester,-2,-2,0,12,10,1.17,11.11,3.7,4.08,10.81,0,4,0,-1,1,7,5,1.55,11.11,4.25,4.67,9.69,1,2,0,1,0,-1,2,1,1
2656,Man City,West Brom,0,2,1,1,1,2.8,19.12,7.16,7.91,8.36,0,3,1,0,0,25,13,0.89,9.67,3.0,4.89,11.39,0,1,2,4,-2,-4,3,0,1
2657,Newcastle,Burnley,-1,-1,-1,12,12,1.0,11.66,3.77,4.5,10.7,0,1,-2,-3,-2,15,17,0.87,10.34,3.15,4.55,10.31,0,6,1,3,-1,-3,1,1,0
2658,Southampton,Brighton,0,-1,0,13,15,1.09,12.56,4.23,5.95,11.02,0,7,-2,-2,-2,9,16,0.97,11.33,3.44,4.95,10.95,0,3,0,-1,0,1,1,1,0
2659,Stoke,Watford,-1,0,1,24,11,1.06,11.0,3.35,3.59,9.71,0,2,-2,-2,-1,16,15,1.1,11.0,3.41,4.43,11.67,0,0,2,2,-2,-2,0,0,0
2660,Tottenham,Man United,2,2,0,4,7,1.84,14.33,5.42,5.39,10.83,0,3,2,2,2,6,2,1.66,13.66,5.0,5.74,10.82,0,5,-1,-3,1,3,2,0,1
2661,Bournemouth,Newcastle,2,3,1,20,13,1.31,11.5,4.04,5.27,8.54,0,1,-1,-2,0,12,12,1.0,11.69,3.77,4.54,10.77,0,2,-1,-1,1,1,2,2,0
2662,Brighton,Swansea,-2,-3,0,9,16,0.97,11.3,3.42,4.91,10.94,0,4,2,2,2,24,17,0.84,7.84,2.42,3.63,10.0,0,0,1,1,-1,-1,4,1,1
2663,Burnley,Southampton,-2,-2,0,15,17,0.87,10.35,3.13,4.54,10.38,0,5,0,-1,0,13,15,1.09,12.65,4.22,5.97,10.97,0,5,0,0,0,0,1,1,0
2664,Leicester,Stoke,0,-2,-1,7,5,1.54,11.06,4.2,4.68,9.69,0,2,0,-1,0,23,11,1.0,11.0,3.39,3.5,9.83,0,5,1,1,-1,-1,1,1,0
2665,Liverpool,West Ham,1,3,1,2,3,2.38,18.53,6.83,7.0,9.62,0,2,1,0,0,9,6,1.42,10.86,3.98,4.66,9.18,0,4,1,3,-1,-3,4,1,1
2666,Watford,Everton,-1,-1,0,16,15,1.08,11.02,3.39,4.45,11.67,0,3,0,-1,1,10,10,1.19,11.08,3.7,4.09,10.78,0,2,0,-1,0,1,1,0,1
2667,West Brom,Huddersfield,0,0,-1,25,13,0.84,9.32,2.89,4.68,11.32,0,4,-3,-3,-3,23,13,0.62,9.42,2.96,4.35,10.69,0,1,-1,-1,1,1,1,2,-1
2668,Crystal Palace,Tottenham,0,-1,0,12,14,1.13,11.1,3.62,4.78,11.14,0,3,2,4,1,4,7,1.85,14.45,5.43,5.4,10.82,0,5,-1,-2,1,2,0,1,-1
2669,Man United,Chelsea,1,1,-1,6,2,1.64,13.55,4.97,5.7,10.85,0,5,0,2,-1,3,4,1.95,15.97,5.83,6.22,10.19,0,1,0,0,0,0,2,1,1
